Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
GFJPDDAG_02089 Glycine--tRNA ligase,24.95425,23.57358,24.58549,20.55637,20.26996,20.37447,21.72912,20.52559,21.4287,21.00854,20.21403,20.4045,22.28321,20.07354,21.35992
GFJPDDAG_02093 Cytidine deaminase,21.93571,22.27424,21.85221,21.63768,20.45979,21.15726,18.24797,21.65079,20.82283,20.91336,19.89302,20.6644,22.69213,21.02835,20.64547
GFJPDDAG_02094 Undecaprenol kinase,20.68295,19.31843,22.38845,19.47717,20.02006,20.78888,20.52669,20.73909,20.71406,20.72219,20.32608,19.07664,22.60335,20.78612,21.44464
GFJPDDAG_02096 Cyclic-di-AMP phosphodiesterase PgpH,20.60277,18.2309,19.5329,21.11741,19.53951,21.16612,21.26247,19.61989,21.36419,20.29483,20.13591,21.03058,22.93657,21.53134,20.50386
GFJPDDAG_02097 PhoH-like protein,19.92473,20.65342,18.76783,21.71648,20.83666,21.42443,20.23669,20.08677,19.37302,20.4705,19.41212,20.12355,22.26493,21.2971,20.43274
GFJPDDAG_02098 hypothetical protein,22.31656,21.84502,23.51905,20.5415,21.43913,22.00154,23.24586,22.12641,22.80006,22.65241,23.819,22.96116,22.73734,19.47162,21.37471
GFJPDDAG_02099 hypothetical protein,21.96688,19.56762,22.43087,22.65347,22.2055,21.18635,22.90376,21.30594,22.68765,21.99417,23.16863,23.01978,21.76471,21.3072,21.16729
GFJPDDAG_02100 hypothetical protein,18.61043,18.57668,20.47176,20.73924,19.9328,21.21294,21.58737,20.88448,20.76611,20.48677,19.20138,21.13957,22.52387,20.45756,20.46848
GFJPDDAG_02101 hypothetical protein,26.30487,27.84972,25.59292,29.67485,29.76007,28.36636,29.41991,26.9862,29.03837,29.17222,29.87363,29.80603,21.07949,22.9859,20.56614
GFJPDDAG_02102 hypothetical protein,22.23114,22.54651,22.25931,21.12414,20.12125,20.99878,20.15935,21.21026,23.31672,21.49253,20.16286,22.56186,22.07551,19.98082,20.77108
GFJPDDAG_02103 hypothetical protein,22.74948,23.58669,22.32526,20.03562,20.56522,20.29572,20.00573,20.55421,21.08219,20.21428,20.55725,20.42489,21.17862,21.37793,20.28019
GFJPDDAG_02104 30S ribosomal protein S21,24.24938,24.13226,25.31883,24.40549,25.38179,20.93205,24.87704,25.95881,25.38037,24.66172,25.73769,25.90323,22.56896,20.32081,19.87478
GFJPDDAG_02106 Deoxyribose-phosphate aldolase,23.24771,23.50579,23.23563,20.13832,19.90183,20.69057,19.7193,20.89756,18.88215,20.18642,23.06014,21.30718,22.87873,18.81687,20.35093
GFJPDDAG_02109 Ribosomal RNA small subunit methyltransferase E,20.32186,20.57515,19.99288,19.95758,20.86005,20.72674,21.12782,20.49821,19.77899,21.24225,21.39925,20.14377,21.00164,20.01581,20.49856
GFJPDDAG_02110 Ribosomal protein L11 methyltransferase,23.19305,23.74868,19.39834,21.60994,20.10534,20.24963,20.08057,21.55708,20.42794,20.26045,20.74236,19.55392,21.28954,20.41035,20.68003
GFJPDDAG_02111 Chaperone protein DnaJ,23.08206,22.78339,23.27014,20.40157,23.15142,22.39388,22.85706,23.39976,22.64775,22.37639,23.62801,23.59161,21.04749,19.7457,20.15902
GFJPDDAG_02112 Chaperone protein DnaK,26.35288,24.89975,25.99856,21.31514,23.44139,20.39339,23.25018,21.70957,22.99726,20.42094,24.57652,23.4902,21.29506,21.29547,20.95026
GFJPDDAG_02113 Protein GrpE,22.80772,22.22891,23.14155,21.17619,23.28235,21.91611,22.6785,24.097,23.45036,20.67706,23.41455,23.16688,22.06433,19.67083,20.32109
GFJPDDAG_02116 Elongation factor 4,22.85825,22.94551,22.6822,20.61199,20.91062,21.77213,19.56107,20.75219,20.96372,21.33872,20.27577,19.91447,23.0786,19.56503,20.77827
GFJPDDAG_02119 Germination protease,20.65622,20.3309,22.6006,22.08085,20.03408,21.51986,18.98487,21.55243,20.05016,21.33492,19.87562,21.47219,20.66519,20.48618,21.27405
GFJPDDAG_02120 30S ribosomal protein S20,24.14957,23.77344,24.95921,24.85814,24.66454,24.729,24.65026,24.43835,24.89129,20.67447,25.61801,25.11358,22.36707,20.79939,20.42351
GFJPDDAG_02123 tRNA-specific adenosine deaminase,21.61565,19.88754,17.72507,20.9685,19.72738,21.54568,19.0905,20.03937,19.95513,20.80171,20.5036,20.1869,21.14741,20.25581,20.59812
GFJPDDAG_02127 Ribosomal silencing factor RsfS,21.6244,22.97581,21.63803,20.65662,20.90155,21.91324,19.47918,20.67457,19.6047,20.90608,20.43302,20.88795,21.12989,19.929,20.67429
GFJPDDAG_02130 RNA-binding protein YhbY,20.1563,23.09677,18.05802,21.01031,19.91652,21.10711,18.9805,21.0446,19.67292,20.00117,20.75465,20.57306,21.40417,20.61709,21.23471
GFJPDDAG_02132 GTPase Der,22.01835,22.37579,21.78381,21.13256,20.51838,20.72791,19.55973,21.41494,20.52979,20.43768,21.21611,20.4876,22.60756,19.69011,21.0989
GFJPDDAG_02133 Pyrophosphatase PpaX,22.4761,23.53065,22.46916,20.62552,20.22983,21.05374,19.95778,21.01069,20.14292,22.01121,20.80845,20.47993,22.38146,20.37634,20.78299
GFJPDDAG_02141 Cystathionine gamma-lyase,22.48107,22.13377,22.05424,21.43157,20.9708,20.94337,19.73354,21.23574,19.26467,20.21787,20.30203,20.82525,21.86133,20.5691,20.45454
GFJPDDAG_02148 Transcription elongation factor GreA,21.81742,21.73991,21.64522,21.60254,21.98579,20.38546,22.04223,23.33797,22.50964,20.79023,19.93314,21.9008,21.64129,21.32749,20.20137
GFJPDDAG_02149 Uridine kinase,21.14631,22.30925,20.74788,20.49417,21.53849,20.05799,19.60396,21.06292,19.57731,19.25436,19.90517,20.12126,21.97884,20.68256,21.25805
GFJPDDAG_02151 putative protease YdcP,19.86263,20.1302,21.15042,20.81906,21.5961,20.89641,20.03853,20.72905,20.77094,23.15239,19.90184,21.05296,21.59067,20.85471,20.59656
GFJPDDAG_02153 Endolytic murein transglycosylase,19.33235,18.95447,18.60245,20.9022,20.81597,20.07183,21.21282,20.86273,19.26541,20.91235,20.01366,19.20071,22.94915,19.43665,21.08451
GFJPDDAG_02156 hypothetical protein,20.18734,20.46961,19.81861,20.79935,20.72531,20.68787,20.05694,20.5772,19.10433,20.83835,20.52232,19.77896,21.52324,18.81815,20.18656
GFJPDDAG_02157 Alanine--tRNA ligase,22.91307,23.09962,22.69028,23.93814,20.88066,20.71311,23.09732,22.68812,23.37039,19.40106,19.41405,22.64898,23.43404,19.72614,20.67616
GFJPDDAG_02161 ATP-dependent RecD-like DNA helicase,19.245,18.52531,18.22937,19.84336,21.23527,20.43984,21.0909,20.96284,19.93981,22.98765,18.69279,20.88486,22.44765,18.86116,20.30619
GFJPDDAG_02162 TPR repeat-containing protein YrrB,22.4115,23.02249,19.67909,19.78942,20.01542,19.67802,20.35738,20.48287,20.50039,21.2467,19.17159,20.29792,21.26489,19.89276,20.56011
GFJPDDAG_02167 Protein-glutamine gamma-glutamyltransferase,23.76891,22.78869,24.78626,23.58944,23.4864,20.31273,25.1352,24.86155,24.77425,23.75908,24.97474,24.45105,22.05585,20.18675,20.77117
GFJPDDAG_02168 hypothetical protein,23.11981,23.84038,23.34082,23.74386,24.61785,24.78092,24.14476,21.32232,23.8944,24.6408,24.61274,24.29235,22.31307,20.27368,21.04111
GFJPDDAG_02169 putative ABC transporter ATP-binding protein YxlF,23.67691,25.82486,23.31493,23.59969,25.07741,23.33306,24.25789,23.01862,24.61953,24.04068,24.40276,24.5562,22.64194,19.91264,20.4253
GFJPDDAG_02173 tRNA threonylcarbamoyladenosine dehydratase,21.87605,23.01757,21.62105,20.18279,20.89664,20.75624,19.51052,21.37244,21.47507,21.01288,19.85117,20.52983,20.97238,20.18812,21.04049
GFJPDDAG_02174 Aspartate--tRNA ligase,25.1949,25.71298,25.07704,20.87924,21.06566,21.34733,22.97435,19.28159,21.52797,19.63335,19.08505,21.10385,21.93582,20.1763,20.46903
GFJPDDAG_02175 Histidine--tRNA ligase,22.87712,23.42265,22.86395,21.68036,20.71685,21.10182,21.24431,19.71095,19.68515,20.18972,20.66558,20.69753,23.23864,20.36453,21.69932
GFJPDDAG_02179 GTP pyrophosphokinase,23.55485,24.52958,22.86869,20.27476,19.71188,20.98082,19.82388,20.75084,19.6368,21.63198,19.62706,20.0149,21.64799,20.76375,20.56177
GFJPDDAG_02180 Adenine phosphoribosyltransferase,20.51422,21.58605,20.9828,20.01713,20.57466,21.28408,21.17591,19.45267,22.43858,20.9659,20.74846,20.46489,21.7326,22.5088,20.68615
GFJPDDAG_02182 Lipopolysaccharide assembly protein A,21.14046,22.77822,20.96867,21.41033,21.85804,20.58457,22.97416,21.29957,23.30855,20.92332,20.65944,21.72467,21.30676,20.6792,20.21359
GFJPDDAG_02184 hypothetical protein,24.53955,25.07476,25.12873,26.84086,26.97815,26.53471,26.73699,26.15507,26.47666,26.98327,27.06876,27.05579,23.02057,20.70188,19.84307
GFJPDDAG_02190 hypothetical protein,24.19895,24.83841,25.0269,26.68779,26.67828,26.31738,24.77721,25.13497,23.72941,26.63312,24.72915,24.98325,21.28978,20.35577,21.3943
GFJPDDAG_02191 Queuine tRNA-ribosyltransferase,18.75676,20.20628,20.76919,21.43201,20.33238,20.77328,19.55738,20.76165,20.81977,21.13254,18.81791,21.72612,22.18675,19.8571,21.50157
GFJPDDAG_02192 S-adenosylmethionine:tRNA ribosyltransferase-isomerase,19.64982,18.74468,18.70787,20.48535,20.76563,20.81875,18.92154,21.05218,18.48975,21.12413,20.81944,20.41195,22.06476,21.11169,21.14687
GFJPDDAG_02197 Sporulation cortex protein CoxA,25.86152,23.87277,26.91616,25.54135,26.62784,25.28489,27.04791,27.20676,26.66871,24.43435,27.28445,26.57148,22.61709,21.9737,20.35844
GFJPDDAG_02199 SpoIVD-associated factor A,28.90962,24.90159,28.40068,24.97552,25.4255,24.86816,26.18359,25.23874,26.11392,24.43816,26.01956,25.65171,21.95062,21.10343,23.99697
GFJPDDAG_02201 putative nicotinate-nucleotide pyrophosphorylase [carboxylating],22.08949,24.12116,21.47368,21.2911,20.31728,21.14639,20.60312,21.12828,19.39713,20.37901,20.61835,19.63603,21.7073,20.50917,20.13256
GFJPDDAG_02203 Putative cysteine desulfurase NifS,22.89473,22.00165,21.43919,21.76822,20.51482,20.62731,20.31028,21.9083,18.77131,20.31135,19.77928,20.54959,22.04019,20.0782,20.97498
GFJPDDAG_02205 Prephenate dehydratase,23.06712,24.65431,22.86166,20.46982,20.54515,20.59848,20.45053,19.8571,20.53439,20.47766,20.01927,19.54147,22.13244,21.0656,20.46008
GFJPDDAG_02207 GTPase Obg,22.36613,23.17319,22.45523,21.21465,20.44954,21.81973,22.60406,20.73253,22.57554,21.51363,20.05069,21.37984,22.94565,19.83219,20.49578
GFJPDDAG_02209 50S ribosomal protein L27,26.24576,25.90791,26.89122,26.1118,27.36561,25.63868,27.07286,28.09083,27.33892,25.85398,27.76541,27.74291,22.34286,20.93959,20.98807
GFJPDDAG_02211 50S ribosomal protein L21,24.52689,25.38558,24.33088,21.658,22.56321,20.89813,22.40989,22.58568,23.12225,20.49464,22.60558,22.83225,22.26734,22.04369,21.91984
GFJPDDAG_02216 Septum site-determining protein MinD,23.11594,23.30939,22.87391,21.35429,20.02443,21.58632,21.98964,20.00371,22.43979,21.26004,19.778,19.35534,23.004,20.46209,21.15501
GFJPDDAG_02220 Rod shape-determining protein MreB,22.65833,22.68342,22.35665,20.90424,19.82131,21.20675,18.82269,21.1081,19.50105,19.89947,21.18893,20.76285,23.69073,19.07548,20.56315
GFJPDDAG_02222 Septum formation protein Maf,21.91623,22.09197,19.7034,19.7043,20.76528,20.64307,20.27346,21.28583,19.27079,21.29625,19.79994,19.91433,22.30665,21.82185,21.71826
GFJPDDAG_02223 Stage II sporulation protein B,19.61157,19.49786,18.99866,20.78714,20.13793,20.59387,20.80568,21.13771,19.03311,20.7175,20.00114,19.90679,22.02975,20.66037,19.96445
GFJPDDAG_02229 hypothetical protein,21.06986,22.50995,19.6305,20.25588,22.84852,20.99981,26.38841,26.13191,26.15167,20.51432,22.82087,22.95058,22.08274,20.34997,21.25548
GFJPDDAG_02232 Type II secretion system protein E,19.67666,19.62114,19.52783,20.27924,19.49554,20.60733,20.20929,20.1708,20.01551,20.66677,20.38381,20.51875,21.65404,19.92982,20.33545
GFJPDDAG_02234 hypothetical protein,19.7967,19.96868,19.49917,20.57279,19.96222,20.13981,19.27612,20.70378,18.98632,20.94031,20.74779,19.331,22.96634,20.82393,21.32138
GFJPDDAG_02242 Valine--tRNA ligase,25.96095,24.50972,25.8361,20.20572,22.16555,19.93069,21.96853,21.23462,23.69933,21.37057,19.81515,21.46265,22.31676,20.75149,20.8723
GFJPDDAG_02244 Stage VI sporulation protein D,25.13622,18.13605,24.18306,21.97573,20.72654,21.12441,23.1359,20.09317,19.44315,22.24454,20.67661,19.57105,22.04127,21.43351,20.44777
"GFJPDDAG_02245 Glutamate-1-semialdehyde 2,1-aminomutase",22.73117,22.43064,22.50322,21.60819,22.48738,21.63836,21.59796,20.40094,21.65141,20.42547,20.35761,22.25845,23.42996,21.60941,21.98305
GFJPDDAG_02246 Delta-aminolevulinic acid dehydratase,22.54345,22.24873,21.85053,21.3965,19.52845,21.2318,19.86817,20.98875,20.40944,21.75423,20.33489,20.80192,21.49072,20.81509,20.27472
GFJPDDAG_02248 Porphobilinogen deaminase,22.36936,22.46084,22.39074,20.04218,20.42848,20.53206,21.67866,21.23589,18.78381,20.82587,18.30398,20.68041,21.42736,21.36585,20.60378
GFJPDDAG_02252 Arginine transport ATP-binding protein ArtM,23.75236,24.84623,22.81145,19.84244,22.42621,20.38011,23.97027,24.16369,23.9785,20.74537,20.55215,20.30735,22.22935,19.95336,21.04662
GFJPDDAG_02253 L-cystine transport system permease protein YecS,23.46526,23.32017,24.12337,24.66264,24.48093,24.58864,24.99649,25.39996,25.04714,24.40763,24.84824,25.04648,22.59442,20.36186,21.02211
GFJPDDAG_02254 L-cystine-binding protein FliY,27.1332,27.91456,27.31406,27.5556,26.66126,26.63824,29.35626,28.25678,29.41645,27.10169,27.30173,26.86053,21.41555,20.51784,19.72113
GFJPDDAG_02256 Lon protease 1,22.85257,23.86759,22.94215,20.79555,20.91188,20.45633,22.0459,21.09964,21.9171,20.80877,19.34502,19.67147,22.09049,20.74872,21.52709
GFJPDDAG_02259 ATP-dependent Clp protease ATP-binding subunit ClpX,24.3455,25.55172,24.21349,22.87515,24.23907,19.91673,24.24525,23.63943,24.43129,21.22447,23.63843,23.59161,22.20913,20.45681,20.60061
GFJPDDAG_02260 Trigger factor,27.51991,26.59719,27.34596,22.17103,22.13949,22.63739,21.38843,21.86978,21.45428,20.98642,23.00849,23.99196,21.60719,20.89919,20.28747
GFJPDDAG_02265 Ribonuclease PH,21.52387,22.00254,19.84251,20.58794,20.61135,21.31912,20.42207,20.49266,19.08522,19.89216,19.14592,19.99621,22.83898,20.67687,21.42098
GFJPDDAG_02266 Spore germination protein GerM,20.89911,20.18483,21.05914,20.3611,20.36996,21.50312,20.86672,21.00827,19.00564,19.94416,21.27384,20.02362,22.20619,20.58197,20.32239
GFJPDDAG_02269 Spore germination protein GerE,20.19809,21.55614,19.80958,20.03746,20.88759,21.37539,19.88267,20.79573,20.69044,20.95276,19.57144,20.67107,21.09287,20.30485,20.87208
GFJPDDAG_02272 Fumarate reductase iron-sulfur subunit,24.86117,25.63721,24.3654,26.07273,26.94112,26.19148,26.71777,24.23052,26.63132,26.31553,26.90701,26.834,21.59065,19.61429,19.85636
GFJPDDAG_02273 Fumarate reductase flavoprotein subunit,26.84386,27.71758,26.44509,28.63717,27.60237,28.56565,27.98196,26.33199,27.73169,29.59967,28.01137,28.14948,21.75393,23.21392,19.99678
GFJPDDAG_02274 Succinate dehydrogenase cytochrome b558 subunit,23.26685,22.92194,23.7102,24.1779,25.22534,23.98928,22.67569,22.5793,22.18622,20.96723,24.65037,25.19374,21.80504,19.30368,20.9152
GFJPDDAG_02276 Aspartokinase,24.14235,23.84479,24.28171,21.06107,19.71987,19.67171,19.2993,19.91207,18.97555,20.30333,20.37219,20.65001,21.58155,19.56245,20.19326
GFJPDDAG_02280 hypothetical protein,23.14537,25.12475,22.89436,20.0004,20.33652,20.76736,22.2944,21.05713,22.25133,22.87425,22.02557,20.15075,21.63489,19.82237,21.17043
"GFJPDDAG_02282 2,3-bisphosphoglycerate-independent phosphoglycerate mutase",18.98065,20.1524,20.08271,19.65917,20.32339,21.58333,20.083,20.49851,20.28024,21.62002,19.04544,20.20693,21.46566,21.10201,20.85505
GFJPDDAG_02285 hypothetical protein,22.07685,22.48601,21.8546,21.58115,19.79575,20.32357,20.78358,20.73338,20.22848,21.30321,19.75931,20.0125,23.10004,20.39829,20.68659
GFJPDDAG_02286 Thioredoxin,25.1648,24.00684,25.32052,23.96825,24.22015,24.06209,25.17604,26.5996,25.97318,24.04693,24.60241,24.51839,22.02923,21.26576,20.91915
GFJPDDAG_02287 Caffeyl-CoA reductase-Etf complex subunit CarE,26.60978,26.81029,25.70583,25.92764,26.58405,26.35032,25.32041,25.49653,25.90855,26.3557,26.01988,25.95054,21.00559,20.29493,21.52349
GFJPDDAG_02288 Electron transfer flavoprotein subunit beta,27.39877,26.85507,26.13328,23.41222,20.54961,23.88893,19.66499,19.59718,21.26482,22.98059,21.9693,22.19734,20.78954,21.3866,21.07462
GFJPDDAG_02289 putative enoyl-CoA hydratase,25.5086,26.20808,24.23776,23.36025,20.75798,23.51581,20.00941,21.02429,20.17885,23.05919,19.78379,19.12642,22.23182,21.34774,21.09785
GFJPDDAG_02291 Long-chain-fatty-acid--CoA ligase,22.75501,23.68678,22.55768,22.68481,19.99996,20.87373,21.84476,21.59177,23.06105,20.90171,19.74397,21.16487,22.59111,21.18346,21.46013
GFJPDDAG_02292 hypothetical protein,20.86302,19.47163,18.31669,20.42221,20.84635,21.59456,19.86078,20.69945,17.79189,21.23354,20.00017,20.73399,23.15254,20.12861,20.96393
GFJPDDAG_02293 Endonuclease MutS2,20.15491,18.83606,18.83413,20.28269,21.16527,20.28507,20.71465,21.1597,19.72392,21.3077,19.10689,20.07627,22.98296,21.64269,21.19884
GFJPDDAG_02296 Cell division protein ZapA,18.77274,20.6163,19.63179,20.12613,20.03362,20.78843,20.76636,20.90602,19.66863,20.82765,20.53914,20.84566,22.99814,20.39777,21.07004
GFJPDDAG_02297 Ribonuclease HIII,20.20544,20.42494,19.85313,20.94053,21.37253,20.4222,19.85096,21.00951,19.3928,21.48163,20.52188,19.66545,21.04319,20.63586,21.07671
GFJPDDAG_02298 Phenylalanine--tRNA ligase beta subunit,24.56732,25.59753,24.15097,20.51099,20.97732,20.62416,20.37643,20.6212,22.16466,24.40574,20.29604,20.37367,21.58834,20.33744,21.2087
GFJPDDAG_02299 Phenylalanine--tRNA ligase alpha subunit,23.1327,22.72655,22.2509,20.34621,21.68937,20.99876,21.39393,20.51956,21.85034,20.76794,21.12086,20.08159,22.82453,19.79862,20.09344
"GFJPDDAG_02301 Small, acid-soluble spore protein I",24.49039,23.18527,25.37033,24.28093,20.78245,19.20736,23.75399,24.8386,24.81044,24.16116,23.43644,24.369,22.23111,20.10338,19.93432
GFJPDDAG_02302 Putative aminopeptidase YsdC,24.41248,24.42015,24.65174,21.55634,23.03223,21.67419,22.5335,20.69874,18.28674,19.88948,22.44483,22.59457,22.01564,20.057,19.66058
GFJPDDAG_02304 Sigma-w pathway protein YsdB,20.78055,19.5198,18.83491,20.20172,20.94866,20.90085,22.25358,19.83115,21.96895,21.02638,19.5357,19.52117,21.9744,20.16178,21.56631
GFJPDDAG_02307 50S ribosomal protein L20,25.00821,24.77881,24.20494,21.30992,18.67085,20.98532,21.81929,20.46619,21.99155,20.41697,19.91412,19.4794,21.57536,21.85784,21.41049
GFJPDDAG_02308 50S ribosomal protein L35,24.38956,23.66264,24.15182,22.75009,21.24019,22.94897,22.00268,20.6046,23.88948,20.89984,21.73835,21.9147,22.146,20.08787,20.68269
GFJPDDAG_02309 Translation initiation factor IF-3,24.97666,24.48333,24.41719,20.67835,22.07163,21.74244,21.11458,20.25475,21.33205,19.10897,21.36821,21.93492,21.63699,20.34509,19.5766
GFJPDDAG_02310 Threonine--tRNA ligase 1,24.28919,26.75888,24.45889,19.79984,20.04247,21.27903,20.31864,20.34528,21.24991,21.05487,19.85283,20.76527,22.7825,19.54981,21.70465
GFJPDDAG_02312 Primosomal protein DnaI,20.65148,18.40994,19.14881,21.11528,20.67422,22.21969,19.72022,21.35275,19.38351,20.54226,20.86473,19.6369,21.81181,19.88708,20.38074
GFJPDDAG_02314 Transcriptional repressor NrdR,21.55618,23.20169,21.85445,21.07534,21.0605,20.49411,21.76507,21.3837,19.75738,20.54978,20.20674,20.03536,22.35832,21.86377,19.50591
GFJPDDAG_02317 Glyceraldehyde-3-phosphate dehydrogenase 2,21.97197,23.48922,21.89327,20.93699,19.35949,21.31331,20.54115,20.89792,18.88066,20.14076,19.38816,20.17654,22.20261,20.92382,20.50614
GFJPDDAG_02321 DNA polymerase I,22.3154,22.56374,22.29162,21.59953,20.20838,20.78277,22.08125,21.81562,22.18828,20.63745,19.83512,20.51116,21.99107,20.46099,20.84194
GFJPDDAG_02322 Modulator of FtsH protease HflC,23.25551,23.51388,22.53048,25.97261,25.8226,24.94682,25.54106,23.79956,25.56706,25.83567,25.63757,25.60306,22.96525,21.19841,20.97313
GFJPDDAG_02323 Modulator of FtsH protease HflK,22.37533,23.22192,21.46224,25.51403,25.75022,24.71733,25.68108,24.08123,25.51015,25.35793,24.95859,25.45139,21.87986,20.4828,19.29917
GFJPDDAG_02325 Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,19.81512,20.67426,19.862,20.72029,20.79753,20.23826,20.73443,20.88708,20.37668,21.74655,20.82406,18.91727,22.06705,20.73566,19.40672
GFJPDDAG_02326 (R)-specific enoyl-CoA hydratase,21.89097,22.44139,21.59892,20.40243,20.38293,20.00055,18.47392,20.39347,19.63469,20.93484,20.58716,20.30673,21.96057,19.82284,20.97475
GFJPDDAG_02327 Malate dehydrogenase,26.30628,25.11688,24.91004,21.87094,21.6847,21.98895,20.86491,19.94355,19.94105,21.04249,21.81135,22.65637,22.55092,20.57883,20.11151
GFJPDDAG_02328 Isocitrate dehydrogenase [NADP],27.50074,28.07872,26.90816,26.60908,27.20862,26.68311,26.65048,26.09291,26.75455,25.71427,26.44479,26.5234,22.44737,19.99326,20.56411
GFJPDDAG_02329 Citrate synthase 2,27.83599,27.9862,26.9336,24.99192,26.41463,24.79407,24.78302,24.06431,24.93017,23.49106,25.18208,25.06287,21.74534,19.60168,20.49068
GFJPDDAG_02331 hypothetical protein,21.97046,21.93297,23.3965,21.93319,20.1759,21.39219,20.88567,20.50463,20.36617,20.93337,19.97415,20.15983,21.93761,20.20133,20.58458
GFJPDDAG_02334 Pyruvate kinase,27.4307,27.28533,27.27338,22.03191,20.91867,21.02639,20.64957,19.913,20.27116,20.3197,20.682,20.62453,21.18414,21.51571,20.54148
GFJPDDAG_02335 ATP-dependent 6-phosphofructokinase,23.79927,25.22361,23.39153,20.5146,22.43583,21.34139,23.26098,21.07977,23.27299,21.71996,21.82629,20.33902,21.68213,19.73795,21.07694
GFJPDDAG_02336 Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,24.19475,23.80243,23.38969,20.60038,19.84711,21.5047,23.18912,20.6271,23.05634,21.20193,20.97451,20.26067,21.81936,20.92687,19.5681
GFJPDDAG_02337 Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,23.42803,24.37458,22.8637,21.2523,21.07994,20.89881,21.81863,20.24137,22.72908,21.24973,21.0511,20.0243,22.70024,20.34707,20.94229
GFJPDDAG_02339 NAD-dependent malic enzyme,25.73156,25.38643,25.03494,20.74674,20.75294,20.82712,20.19812,21.08498,20.57182,21.15349,20.29511,20.09153,23.14201,18.7694,21.29077
GFJPDDAG_02355 hypothetical protein,20.13915,20.53925,19.7566,20.72425,20.23668,21.74762,19.81966,20.39501,20.54975,20.79933,20.29449,20.42855,22.40707,20.22547,19.60286
GFJPDDAG_02359 hypothetical protein,19.15435,18.43933,19.22999,19.59295,20.27108,21.31319,19.78581,20.02549,20.11388,21.30532,21.28061,22.02782,21.62852,19.91108,20.00579
GFJPDDAG_02364 Swarming motility protein SwrC,21.42716,18.15002,21.91364,20.81028,20.41275,20.60507,20.97835,20.37388,20.29441,21.04725,20.5197,20.92007,22.83743,21.24288,19.68305
GFJPDDAG_02370 hypothetical protein,23.15315,22.05897,23.54545,22.79509,19.75612,23.22383,22.84221,23.11415,22.92408,21.40277,23.38139,23.12108,22.04171,20.37587,20.79956
GFJPDDAG_02374 hypothetical protein,20.13876,19.89412,19.92078,21.23148,20.91913,19.73739,19.886,20.55447,20.16642,20.48753,21.4896,19.64546,21.10863,20.45222,20.76316
GFJPDDAG_02380 hypothetical protein,23.71806,24.11529,23.40665,20.57365,20.28633,21.08255,20.81823,20.7462,19.53079,19.67752,20.34569,19.08358,21.74952,20.04472,21.52488
GFJPDDAG_02385 Bifunctional oligoribonuclease and PAP phosphatase NrnA,22.70297,22.96695,22.06148,19.2035,19.92236,22.22967,20.30463,20.40686,20.06545,20.76647,19.69402,20.62165,21.74811,21.27673,21.18135
GFJPDDAG_02388 Cobalt-dependent inorganic pyrophosphatase,20.43491,21.24499,19.63625,20.27061,20.76755,21.94184,20.61779,19.54657,20.01755,20.7807,20.78991,20.90645,21.75654,20.77968,20.95471
GFJPDDAG_02389 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,22.96277,21.63467,21.91412,19.95025,22.03079,20.13035,20.33366,20.9029,19.82533,21.26267,19.83631,19.31635,22.31292,20.31201,21.54781
GFJPDDAG_02391 Hydroxyacylglutathione hydrolase,24.67562,25.4265,24.82167,20.16342,19.89714,20.60962,20.94972,19.94451,19.06799,19.78868,19.13362,20.05379,21.62986,21.12033,20.38592
GFJPDDAG_02392 Alanine dehydrogenase,25.02352,24.91875,23.26971,19.68774,21.30875,20.69387,21.07874,20.38326,21.07992,20.26031,22.14551,22.23856,21.66576,20.47783,20.17367
GFJPDDAG_02412 hypothetical protein,25.03922,24.71633,26.02189,25.24815,20.89745,25.58377,20.48783,20.02015,19.264,24.65387,23.78337,23.81558,22.12253,20.65161,21.54147
GFJPDDAG_02416 p-aminobenzoyl-glutamate hydrolase subunit B,24.02606,24.43962,23.37305,19.42111,20.86376,21.14814,19.56196,20.17379,19.64688,20.9224,20.38224,20.63404,22.4858,19.40542,19.85721
GFJPDDAG_02417 D-methionine-binding lipoprotein MetQ,24.99481,25.82381,24.90086,19.68145,21.45918,20.29296,20.4667,20.01595,19.89759,20.80995,21.01024,20.3638,22.96821,20.44265,20.36691
GFJPDDAG_02418 Methionine import system permease protein MetP,20.68346,20.48493,21.75894,19.8065,20.88759,21.07842,20.03531,21.18814,20.04671,21.20505,20.05763,20.61472,21.73028,21.20025,19.79335
GFJPDDAG_02419 Methionine import ATP-binding protein MetN,19.64013,20.88621,20.06279,20.06854,20.0226,20.34811,20.27429,20.09471,20.58441,21.55009,19.8769,21.11448,22.47392,20.2155,20.71306
GFJPDDAG_02425 1-pyrroline-5-carboxylate dehydrogenase 1,24.95212,26.11162,23.98033,24.31424,25.86908,25.14973,26.52606,25.38759,26.61442,25.23004,24.88911,26.16741,21.59193,19.23369,19.07346
GFJPDDAG_02430 hypothetical protein,18.46435,20.54185,19.38802,20.36053,20.81293,21.5483,21.39643,20.18392,19.32637,19.99674,20.7657,20.37679,21.35002,19.08443,20.39867
