Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
DMKJLJHC_01632 Putative tyrosine-protein kinase in cps region,20.44391,21.92303,21.77125,21.61863,21.68667,22.20431,21.80006,22.35893,22.02293,21.38026,19.23468,21.40328,22.40109,21.61515,21.93634
DMKJLJHC_01633 hypothetical protein,21.2588,21.26922,21.2408,20.82314,21.16417,21.35504,21.42055,21.64055,21.61257,21.34619,21.42788,21.08583,22.12358,21.98207,22.10176
DMKJLJHC_01634 Beta-barrel assembly-enhancing protease,20.99113,20.69115,20.56095,20.51977,20.12366,20.19568,19.25494,20.22212,19.65282,19.18528,20.13452,20.80032,22.09979,21.19026,22.70281
DMKJLJHC_01637 Alpha-maltose-1-phosphate synthase,23.8225,23.72941,23.77946,23.34665,23.79917,23.80144,23.55602,23.10457,23.57404,23.86287,23.85396,23.65938,21.19206,21.46817,22.195
DMKJLJHC_01641 Adenylosuccinate lyase,28.23768,28.32629,28.10054,27.47018,27.3736,27.478,27.36194,27.30878,27.4153,27.53111,27.76793,27.59056,27.02136,23.02008,25.37309
DMKJLJHC_01646 Glyceraldehyde-3-phosphate dehydrogenase,29.90469,29.77326,29.7172,27.95682,27.89533,28.12578,28.48366,28.42398,28.5465,27.91251,28.08162,27.88873,27.98234,26.52295,27.30478
DMKJLJHC_01648 Phosphopantetheine adenylyltransferase,23.43084,23.6402,23.33101,23.35192,23.67088,23.28023,23.76233,23.92452,23.73748,23.55742,23.93427,23.6402,22.64768,20.97173,21.40343
DMKJLJHC_01649 Inosine-5-monophosphate dehydrogenase,26.33797,26.40847,26.2051,25.22913,25.43243,25.19809,25.17135,25.23195,25.07259,25.12491,25.56721,25.45453,24.41912,21.46977,22.31918
DMKJLJHC_01651 Putative 3-oxopropanoate dehydrogenase,27.12149,27.29325,27.06795,27.51239,27.3468,27.37849,27.18924,27.06013,27.28039,27.23224,27.41022,27.46412,27.01882,24.67147,26.28123
DMKJLJHC_01655 Ribonuclease E,25.95414,26.02333,26.0272,24.58417,24.61829,24.71183,23.92143,22.89708,24.1418,24.8261,24.5719,24.63095,21.81904,21.65221,21.93689
DMKJLJHC_01656 hypothetical protein,24.26635,24.30285,24.2793,24.1546,24.20747,24.10181,23.90876,24.07308,23.78347,24.35454,23.95207,24.19851,24.06694,21.59597,21.55512
DMKJLJHC_01658 hypothetical protein,22.83438,22.9253,22.3152,20.76124,22.37223,22.57293,22.68106,22.66928,22.73063,22.60978,19.27644,19.42099,22.18149,21.69093,21.72231
DMKJLJHC_01660 30S ribosomal protein S1,29.36365,29.31348,29.32083,28.33347,28.27582,28.23293,28.56928,28.56997,28.5819,28.03967,28.11956,28.08573,28.14049,26.61779,27.71588
DMKJLJHC_01664 Cytidylate kinase,21.45939,21.57589,21.95507,20.89083,19.84922,20.3443,21.75941,20.23561,20.35005,20.6344,19.29164,20.65438,21.74854,22.64243,21.19354
DMKJLJHC_01665 3-phosphoshikimate 1-carboxyvinyltransferase,25.66934,25.69795,25.70256,24.92746,25.0842,24.92714,25.06225,25.10925,25.1253,25.02407,25.0741,25.04469,23.98442,21.40877,22.44738
DMKJLJHC_01666 tRNA (guanine-N(7)-)-methyltransferase,21.3791,21.14052,21.16999,19.98771,20.16117,19.67207,20.62296,19.99355,19.78773,20.12912,19.47757,19.72749,21.38391,21.74332,21.99977
DMKJLJHC_01670 S-adenosylmethionine synthase,25.97913,25.90718,25.76223,25.54749,25.6304,25.53395,25.21078,25.47336,25.31583,25.46949,25.48493,25.17764,24.72619,22.84278,23.93715
DMKJLJHC_01672 Hemolysin C,22.15774,22.3387,22.02036,22.17605,19.01661,19.9513,19.35778,19.94153,19.76744,19.26585,19.12234,20.58636,21.59264,21.97943,21.26611
DMKJLJHC_01675 Ribosomal large subunit pseudouridine synthase D,21.94774,22.21154,22.32094,21.40328,21.95982,21.94592,21.64174,22.37029,21.85692,21.58541,21.62037,21.65631,20.47778,21.75671,22.09473
DMKJLJHC_01677 RNA polymerase sigma factor RpoH,20.69714,20.05578,21.59089,20.40291,20.522,20.67599,22.34424,22.86757,22.94324,20.81409,20.78077,20.60621,22.1851,21.74559,21.77145
"DMKJLJHC_01678 1,5-anhydro-D-fructose reductase",24.68822,24.65108,24.60908,24.81372,24.77756,24.80715,24.88283,24.65256,24.79506,24.63317,24.87197,24.46942,25.06472,21.72717,21.77362
DMKJLJHC_01679 Quinone oxidoreductase 1,26.22907,26.12613,26.27389,25.72265,25.76261,25.78728,26.27394,26.325,26.40721,25.85369,25.80811,25.72495,24.83788,22.47413,21.36274
DMKJLJHC_01684 2-dehydro-3-deoxyphosphooctonate aldolase,25.08505,25.11052,25.03162,25.17032,25.18533,25.1279,25.02855,25.25379,25.03208,24.98464,25.26767,25.24452,25.16092,21.98245,21.42054
DMKJLJHC_01686 2-keto-4-pentenoate hydratase,21.94774,22.8495,22.35146,21.6409,21.80825,18.97375,19.75664,21.91576,22.03738,21.87076,22.04053,21.82388,23.16274,20.70647,22.10554
DMKJLJHC_01688 Putative UDP-kanosamine synthase oxidoreductase subunit,24.3965,24.46799,24.31285,23.36319,23.6904,23.43924,23.64427,23.81118,23.56092,23.56488,23.40289,23.41313,23.20582,22.05448,22.09663
DMKJLJHC_01689 hypothetical protein,24.08448,24.03213,23.89892,23.67788,23.63456,23.37252,23.62143,23.10294,23.44405,23.96332,23.5775,23.35434,21.09596,21.69409,21.40473
DMKJLJHC_01690 Phosphoheptose isomerase,23.63511,23.74396,23.67142,22.4469,23.2839,22.58916,22.7111,22.73248,22.6859,22.59307,22.82437,22.65838,22.35022,21.45544,21.08747
"DMKJLJHC_01691 Fructose-1,6-bisphosphatase/inositol-1-monophosphatase",21.80479,21.57704,21.90738,21.52037,21.34354,21.35955,21.01583,21.16552,21.44096,21.76482,21.52353,21.8189,21.54201,21.51698,22.04041
DMKJLJHC_01692 N-acylneuraminate cytidylyltransferase,25.0357,24.96473,24.99998,24.0937,24.22979,24.1251,24.24547,24.39421,24.38601,24.3221,24.31112,24.07455,21.34035,21.81747,20.9474
DMKJLJHC_01693 Hydroxypyruvate reductase,23.9331,23.73851,24.03028,23.90701,23.91707,23.91123,23.75878,23.85339,23.90582,23.97736,24.05862,24.14903,21.28643,21.87669,22.41355
DMKJLJHC_01694 hypothetical protein,20.68526,21.01093,20.6352,20.927,20.56672,19.25598,20.00821,20.41069,20.14684,20.95603,20.95255,20.89844,20.29818,21.08594,21.40753
DMKJLJHC_01695 6-deoxy-6-sulfogluconolactonase,20.95568,20.96719,20.58095,20.41875,19.54137,20.29715,19.83633,20.55562,20.00799,20.53479,20.23935,20.12994,21.2706,20.9017,21.81361
DMKJLJHC_01696 Galactofuranosyltransferase GlfT2,26.33269,26.15023,26.23942,25.69615,25.81538,26.14396,21.39984,21.36196,21.17377,26.02766,25.85607,25.83952,22.51222,22.11525,22.24869
DMKJLJHC_01697 Galactofuranosyltransferase GlfT2,25.71156,25.73505,25.57741,25.28001,25.33838,25.25339,25.23037,25.23805,25.33412,25.15503,25.23396,25.29523,21.75502,22.10946,21.59992
DMKJLJHC_01698 hypothetical protein,24.135,24.05449,24.05076,24.45036,24.36493,24.45111,23.86665,23.99118,23.99153,24.34571,24.44746,24.42291,23.60987,21.8992,21.55711
DMKJLJHC_01701 hypothetical protein,18.5506,20.76652,20.76061,20.58132,20.99962,20.57006,21.04531,21.31309,20.94004,20.76507,20.38743,21.04367,21.95887,22.65587,22.95425
DMKJLJHC_01702 TelA-like protein,27.01169,27.08081,26.97147,27.62408,27.54562,27.51284,27.72455,27.74118,27.66553,27.565,27.6801,27.60548,27.64767,23.9304,27.71548
DMKJLJHC_01703 hypothetical protein,20.99431,20.77129,19.72182,20.87628,21.41287,21.26665,21.90216,21.38416,21.62288,21.15184,21.48508,21.13934,22.51865,22.29947,22.24008
DMKJLJHC_01704 Ribosomal large subunit pseudouridine synthase B,22.47833,22.77583,22.67215,19.94792,19.50481,20.445,20.8959,20.11876,19.72259,19.11249,20.48288,20.66557,21.82449,21.99,21.44224
DMKJLJHC_01708 hypothetical protein,22.6176,22.55122,22.46849,22.31907,22.73841,22.3146,22.83497,22.47499,22.21934,22.46491,22.74045,22.18174,22.97074,22.14195,23.08178
DMKJLJHC_01711 Tryptophan--tRNA ligase,25.79164,25.78204,25.68654,25.20922,25.49543,25.51845,25.53419,25.73802,25.81448,25.71955,25.6692,25.45689,23.90848,21.76112,22.33473
DMKJLJHC_01716 Bifunctional uridylyltransferase/uridylyl-removing enzyme,23.3453,23.19668,23.17374,23.34001,23.247,23.40445,22.75036,22.73548,22.71137,23.37279,23.37132,23.53255,21.01319,21.03633,22.39705
DMKJLJHC_01717 hypothetical protein,24.92651,24.88976,24.86505,25.39562,25.20337,25.36469,25.26062,25.12037,25.16212,25.44831,25.45642,25.42873,24.78965,23.22098,24.26642
DMKJLJHC_01718 Ribosomal RNA small subunit methyltransferase I,21.33538,21.6664,21.28461,21.09255,21.40171,21.06401,21.09886,20.96677,21.38306,20.92738,21.11121,19.42528,22.35868,22.82154,22.12934
DMKJLJHC_01720 Glutathione synthetase,24.92039,24.90523,24.94913,25.03846,24.92475,24.87286,25.17074,25.29509,25.21223,24.94735,24.90472,24.84656,21.77779,21.75863,23.50126
DMKJLJHC_01721 Carboxylesterase LipF,22.83536,22.73236,21.00069,23.18291,22.96716,23.1808,23.37557,23.24487,23.44316,23.32992,23.01839,22.82807,21.85432,22.01417,21.13685
DMKJLJHC_01725 Coenzyme A biosynthesis bifunctional protein CoaBC,23.86032,23.66915,23.51917,23.55286,23.62934,23.5813,23.58841,23.72484,23.82376,23.49045,23.42034,23.51039,22.71156,22.00194,21.51013
DMKJLJHC_01731 Dipeptidyl carboxypeptidase,26.17392,26.06698,25.94345,26.05794,25.75628,25.83781,26.25131,25.83641,26.09842,25.66283,25.96056,26.01616,23.28376,22.65691,23.48419
DMKJLJHC_01733 hypothetical protein,21.06138,21.15462,21.42588,20.16215,20.04173,21.69669,19.81355,20.50923,20.14732,20.55215,20.4656,20.31169,22.02001,22.83879,22.21024
DMKJLJHC_01734 Glycerate dehydrogenase,23.48603,23.64691,23.61099,23.11326,23.33879,23.4805,23.1884,23.05102,23.0117,23.39165,23.3503,23.32045,21.99074,22.09738,21.93013
DMKJLJHC_01735 hypothetical protein,23.88772,23.74725,23.97762,24.26363,24.0164,24.04943,23.42944,23.41571,23.53706,23.88809,24.08627,24.33987,23.25638,21.44089,21.49005
DMKJLJHC_01736 4-methylaminobutanoate oxidase (formaldehyde-forming),24.43625,24.42188,24.34841,27.18092,26.91923,26.96851,26.34053,26.41915,26.13275,26.98512,27.18158,27.20713,25.44373,24.87235,25.72192
DMKJLJHC_01737 Lysozyme M1,20.08727,21.20675,21.69502,21.50722,21.5643,21.27606,21.93067,21.84399,22.01665,21.54312,21.82792,21.51268,22.18945,21.30053,21.59433
DMKJLJHC_01738 Carbamoyl-phosphate synthase large chain,26.68926,26.71646,26.76028,25.49665,25.5265,25.31662,25.12877,25.03032,25.25908,25.51036,25.74789,25.67468,22.80509,22.21975,22.48761
DMKJLJHC_01739 Cyclopropane-fatty-acyl-phospholipid synthase,22.16968,22.92111,22.15016,19.98968,19.38379,19.69212,25.21241,25.76671,25.73128,18.66844,19.14952,19.37322,21.34215,22.16817,21.57791
DMKJLJHC_01740 Aspartate--tRNA ligase,27.72397,27.73247,27.60123,26.73208,26.82141,26.69949,26.75799,26.86797,26.88972,26.82857,26.88948,26.88611,26.32414,23.76243,25.43654
DMKJLJHC_01741 Thermostable monoacylglycerol lipase,21.62658,21.88599,22.17886,23.14331,23.00673,23.05767,23.74745,23.69636,23.6937,23.06871,22.95963,22.84772,21.23413,21.7132,21.59041
DMKJLJHC_01744 hypothetical protein,20.78333,21.42075,20.75499,21.15734,20.8628,21.86265,21.45252,21.57718,21.92412,21.6214,19.61795,21.68483,21.60258,21.65702,22.31585
DMKJLJHC_01746 hypothetical protein,20.96607,19.9549,20.22776,20.58224,20.55731,20.22459,20.19364,20.83746,20.42726,19.15419,20.33243,20.5817,21.81082,22.21313,22.39762
DMKJLJHC_01750 Putative NAD(P)H nitroreductase YdjA,22.90927,22.94692,22.86673,22.51145,22.56684,22.58038,22.65901,22.87839,23.18579,22.41607,22.51908,22.49353,22.98834,21.45262,21.11897
DMKJLJHC_01754 hypothetical protein,20.45202,20.65944,20.80112,21.10668,21.07588,20.97001,20.17329,21.13546,20.20479,21.0058,20.91787,20.85186,22.96096,22.00866,21.15576
DMKJLJHC_01761 RNA polymerase sigma factor RpoD,26.52498,26.24579,26.41762,26.14217,25.73299,25.86703,25.88911,25.74471,26.11551,25.78955,26.07549,26.07851,21.63521,21.83981,21.68506
DMKJLJHC_01764 Transcriptional repressor NrdR,24.41138,24.64433,24.49948,24.94002,25.0403,25.20482,24.67212,24.82711,24.61122,25.05221,24.81372,24.77706,21.85592,21.83773,21.43634
DMKJLJHC_01766 hypothetical protein,21.58109,21.53112,21.29637,21.06753,19.66571,20.94943,20.4154,20.56395,19.95945,21.75169,19.52386,20.9261,22.2025,21.58849,22.04223
DMKJLJHC_01767 hypothetical protein,26.14046,26.16906,26.10468,26.48942,26.6487,26.5969,26.55677,26.64224,26.57449,26.65772,26.62826,26.47574,26.40628,22.07145,26.55014
DMKJLJHC_01769 Riboflavin synthase,21.74796,22.17454,21.74616,19.54507,19.65023,20.7676,20.48954,19.85527,20.74493,20.74172,20.13293,19.20498,22.16065,22.34195,22.00815
DMKJLJHC_01770 Riboflavin biosynthesis protein RibBA,25.32268,25.12483,25.09277,24.46756,24.59616,24.85476,24.79402,24.75435,24.92637,24.59018,24.52958,24.32162,23.89403,21.61703,21.80511
"DMKJLJHC_01771 6,7-dimethyl-8-ribityllumazine synthase 1",23.44733,23.81176,23.60761,22.81749,22.96266,23.08344,22.96215,23.05366,23.31299,22.88735,22.95173,22.9581,23.89036,22.31539,21.0646
DMKJLJHC_01772 hypothetical protein,22.17219,22.28605,22.29359,21.98308,22.79864,22.10338,21.78277,21.64676,21.53555,21.78341,21.47521,21.49639,21.36237,21.32759,21.95901
DMKJLJHC_01778 Chemotaxis protein methyltransferase,23.98251,23.95695,24.41687,24.5852,24.59923,24.46233,24.25839,24.21971,24.43702,24.54126,24.68694,24.64163,21.98785,20.87514,21.78078
DMKJLJHC_01785 putative aminotransferase,26.49454,26.60498,26.30194,26.77115,26.88204,26.76192,26.96168,26.77014,26.94235,26.72351,26.68926,26.70147,26.29906,22.20218,24.00949
DMKJLJHC_01787 Putrescine-binding periplasmic protein SpuD,25.70189,25.76081,25.95587,26.65867,26.7529,26.64444,27.11991,27.54451,27.40876,26.61751,26.59861,26.5996,25.19776,21.61303,23.82532
DMKJLJHC_01788 Spermidine/putrescine import ATP-binding protein PotA,24.1553,24.32944,24.10677,25.04748,25.10298,25.07765,23.52313,23.97631,24.04627,25.10113,25.12159,25.09824,23.47655,21.85689,21.14931
DMKJLJHC_01791 Gamma-glutamylputrescine oxidoreductase,19.8802,19.72179,19.50882,20.54952,20.91663,20.75825,19.61382,19.60876,19.75835,20.82018,20.39895,20.36175,22.66455,21.89612,22.64848
DMKJLJHC_01792 L-glyceraldehyde 3-phosphate reductase,22.98148,23.08774,22.53697,24.08586,24.3929,24.52803,24.73169,24.84484,24.912,24.34557,23.57992,23.92416,23.03021,21.98734,20.74832
DMKJLJHC_01793 hypothetical protein,21.55112,21.06296,21.65123,24.44702,24.68752,24.45067,24.68201,25.49552,24.98325,24.35656,24.0106,24.73614,22.5085,21.28376,22.24356
DMKJLJHC_01802 Tyrosine-protein kinase ptk,20.28105,20.11858,20.45151,20.5387,20.52982,19.60487,20.81539,19.09985,20.43509,20.29468,19.54317,20.61662,22.1444,21.36227,21.54976
DMKJLJHC_01816 Muconate cycloisomerase 1,20.35229,20.07064,20.39798,26.10548,26.02005,26.21471,20.7855,20.14709,20.9923,20.3216,19.51867,19.71655,21.32463,22.61352,21.74583
"DMKJLJHC_01817 Catechol 1,2-dioxygenase",16.22647,18.76552,19.11161,31.21338,31.18104,31.02419,21.68145,23.04345,21.41328,21.06421,22.16579,22.14998,22.02836,22.41917,22.02842
DMKJLJHC_01820 Alcohol dehydrogenase [acceptor],22.73672,23.1306,22.90318,20.47728,20.72792,21.22359,21.52483,21.55501,21.96028,21.6504,21.53293,21.41694,22.32128,22.81387,22.08942
DMKJLJHC_01824 hypothetical protein,22.74152,22.7127,22.47016,21.94878,22.20377,22.18492,22.01849,22.08994,22.11003,22.17773,22.05056,21.79054,22.13256,21.89199,22.17815
DMKJLJHC_01827 Oxidoreductase YdhF,21.37904,21.35987,21.2972,21.16503,21.85719,21.61324,21.40083,21.03678,21.56188,21.68731,21.44278,21.59996,22.39071,22.21649,21.68393
DMKJLJHC_01828 Alkanesulfonate monooxygenase,22.43291,22.36049,22.48269,22.78475,23.01045,23.17481,23.04175,23.19551,23.27483,22.84387,23.10034,22.88599,21.82275,22.10301,21.70802
DMKJLJHC_01830 Putative oxidoreductase YteT,21.63834,22.09693,21.89004,21.82803,22.31401,22.11388,22.1717,19.76538,22.18761,22.03271,21.98172,21.92314,21.71078,21.5547,22.22256
DMKJLJHC_01833 putative D-xylose utilization operon transcriptional repressor,22.13493,22.22876,22.35448,22.35662,22.46157,22.38885,22.75258,22.85401,22.58144,22.6143,22.67422,22.46924,22.3378,22.71341,22.03842
DMKJLJHC_01834 (R)-benzylsuccinyl-CoA dehydrogenase,24.15538,23.90967,23.9597,23.75042,23.80637,23.68292,23.27056,23.61908,23.35984,23.60558,23.66199,23.64526,23.31907,22.40704,21.63568
DMKJLJHC_01843 Solute-binding protein,22.0472,21.77072,22.05603,21.53274,21.66618,21.56253,21.3476,21.48326,21.40395,21.50489,21.4291,21.6909,21.89577,21.30156,22.04944
DMKJLJHC_01850 Cocaine esterase,20.66969,20.77362,20.46224,20.46181,20.29531,20.09674,19.86681,20.62985,19.59232,20.07431,19.45915,20.5186,22.30291,21.80619,21.74769
DMKJLJHC_01852 Ureidoglycolate lyase,21.39252,20.33816,19.49662,21.31468,21.17262,21.17992,21.32674,19.47181,21.2451,21.24261,21.13228,21.25067,21.79208,21.27088,22.10108
DMKJLJHC_01853 Solute-binding protein,22.75005,22.5468,22.73376,22.84464,22.92479,22.73442,22.89532,22.32531,22.42747,22.85072,22.84663,22.77185,22.45502,21.4464,22.16065
DMKJLJHC_01857 3-keto-5-aminohexanoate cleavage enzyme,19.47851,20.58293,19.51445,19.48864,19.57544,19.72833,20.38541,19.40565,19.20841,19.84319,18.84145,20.17279,22.16519,21.72428,21.47702
DMKJLJHC_01868 HTH-type transcriptional regulator TtgV,23.0855,22.58146,22.61863,22.87951,22.93409,22.91552,22.76583,22.9479,22.99476,22.91514,22.59685,22.68654,21.60049,21.8171,22.63252
DMKJLJHC_01876 Antibiotic efflux pump outer membrane protein ArpC,20.3978,21.17591,20.45352,20.10948,19.5608,20.52563,22.0413,21.93797,22.0808,21.3302,19.9868,20.78233,22.03643,21.20354,22.36377
DMKJLJHC_01880 Uronate dehydrogenase,21.30251,21.28878,21.20943,19.83231,21.52186,21.37671,21.14183,21.31152,21.07078,21.36656,21.14675,21.44445,22.41393,22.39191,21.54293
DMKJLJHC_01883 HTH-type transcriptional regulator LutR,20.63112,20.87177,20.75369,20.37225,21.03624,20.8388,21.23678,21.20896,21.20568,20.92289,21.18289,20.60451,21.62859,20.44213,21.71947
DMKJLJHC_01884 Lipoprotein LipO,22.83667,22.81669,22.77971,23.4946,23.61268,23.67444,23.63755,23.59104,23.586,23.57265,23.85994,23.77646,22.23605,21.14749,22.25527
DMKJLJHC_01892 hypothetical protein,27.93624,27.88896,28.07735,28.7513,28.85766,28.73082,28.4217,28.818,28.64533,28.9875,28.86266,28.84688,28.27102,26.24491,27.4538
DMKJLJHC_01895 Spermidine/putrescine import ATP-binding protein PotA,25.2371,24.9444,25.24147,25.65031,25.66644,25.59861,25.56392,25.75679,25.65875,25.71819,25.62481,25.78079,23.78147,21.51576,21.36868
DMKJLJHC_01900 Vanillin dehydrogenase,24.19963,23.99947,24.05333,23.96957,23.98198,24.10669,24.16331,23.9597,24.0192,23.93193,23.93148,23.85519,21.92635,21.59303,21.63425
"DMKJLJHC_01903 6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating",27.00067,27.1043,27.14773,26.12818,25.98042,26.13242,25.95454,25.53303,25.67498,25.91707,26.04541,25.99356,24.89458,20.8343,23.06105
DMKJLJHC_01909 sn-glycerol-3-phosphate-binding periplasmic protein UgpB,19.81443,19.59506,19.03379,23.34055,23.43974,23.17998,23.24944,23.37425,23.34096,23.02269,23.21799,23.21475,22.35508,21.29996,21.24818
DMKJLJHC_01913 3-succinoylsemialdehyde-pyridine dehydrogenase,23.74109,23.87221,23.72578,23.31603,22.76052,23.30855,23.83644,23.88679,23.81323,23.26971,23.34462,23.2974,22.16718,21.34266,22.29272
DMKJLJHC_01915 Gamma-glutamylputrescine synthetase PuuA,23.6609,23.37093,23.52826,22.89789,22.90023,22.64326,23.76628,23.60558,23.67314,22.48591,22.607,22.5231,21.17224,20.82505,22.0031
DMKJLJHC_01916 Gamma-glutamylputrescine oxidoreductase,22.54295,22.30115,22.48478,23.3573,23.16163,22.85058,23.44417,23.41028,23.17319,22.81892,22.65447,22.73979,22.28928,21.62788,22.85317
DMKJLJHC_01920 4-aminobutyrate aminotransferase PuuE,20.07285,21.5108,20.39328,23.62388,23.7494,23.65981,24.35448,24.33197,24.30536,23.3761,23.24412,23.46451,21.83245,21.25188,21.73415
DMKJLJHC_01921 Uronate isomerase,19.32686,19.79666,22.0778,22.4469,21.90569,21.95049,21.49135,21.63516,21.29883,21.94124,22.18323,21.90455,22.21172,21.84204,21.91217
DMKJLJHC_01924 Sialic acid-binding periplasmic protein SiaP,22.94412,22.80243,23.1566,23.32841,23.43135,23.40211,22.85607,23.47383,23.20827,23.65436,23.59377,23.53789,23.79342,21.51212,22.7557
DMKJLJHC_01927 Mannitol 2-dehydrogenase,21.78233,21.75263,21.63076,21.57432,21.57953,19.67242,19.40042,20.11353,19.48561,21.97987,21.73475,21.60878,22.74377,22.29115,22.47104
DMKJLJHC_01935 putative ABC transporter-binding protein,21.62341,22.09352,22.20839,23.32869,23.12127,23.06971,22.31769,22.96944,22.80865,23.22648,23.32992,22.97612,21.99166,21.11522,21.74744
DMKJLJHC_01949 hypothetical protein,19.83832,19.5899,19.94735,21.51701,20.44304,20.36848,20.58655,21.72671,20.69319,19.90693,20.54793,20.30497,20.49645,21.617,22.46352
DMKJLJHC_01952 hypothetical protein,25.99049,25.89271,26.07114,26.17255,26.30079,26.12841,26.4992,26.20721,26.50649,26.16881,26.23248,26.3825,25.60806,22.15202,23.6446
"DMKJLJHC_01963 2,3-diketo-L-gulonate-binding periplasmic protein YiaO",26.12285,26.07337,26.18088,26.92603,26.93652,26.91274,26.55839,26.55996,26.62701,27.19845,27.11247,27.06291,26.72858,23.93921,25.53561
DMKJLJHC_01965 3-ketoacyl-CoA thiolase,24.37769,24.31728,24.32841,24.2803,24.13891,24.24887,23.61616,24.0535,23.78586,24.23644,24.27533,24.25104,24.45751,21.30875,23.20333
DMKJLJHC_01969 hypothetical protein,21.17341,21.28856,19.35174,21.5344,20.26827,20.94364,22.83755,22.09188,22.04976,19.49095,20.77904,21.47417,22.62885,22.4053,22.35617
DMKJLJHC_01973 Inosose dehydratase,20.60373,20.51951,19.37314,21.48498,20.4295,20.96084,22.64672,21.37268,21.84357,19.54324,20.81831,20.78636,21.33645,21.84397,20.74272
"DMKJLJHC_01974 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase",21.87414,20.43479,21.83368,23.32896,23.40639,23.17403,23.85215,23.95677,23.79917,23.03661,23.01352,23.28898,21.50683,21.1492,21.60313
DMKJLJHC_01975 5-dehydro-2-deoxygluconokinase,19.49453,19.66018,20.05041,20.15573,19.78196,17.95632,20.54463,20.57718,20.47675,19.65143,20.01658,20.244,21.87812,22.10132,21.15653
DMKJLJHC_01977 Galactose/methyl galactoside import ATP-binding protein MglA,18.89896,20.32531,20.12394,20.78626,20.94242,21.13984,21.67534,21.6756,21.76154,20.68988,19.44589,21.03993,21.91994,22.52806,21.73232
DMKJLJHC_01979 D-allose-binding periplasmic protein,23.33484,23.07954,23.53919,24.61358,24.81064,24.48959,25.31507,25.7015,25.34892,24.71424,24.53226,24.80405,23.66525,22.40317,21.78074
DMKJLJHC_01980 Inositol 2-dehydrogenase,18.80731,19.79644,20.30117,22.82456,22.59557,22.60818,23.56941,23.88241,23.37265,22.67414,22.62279,22.50424,21.18416,21.64987,21.02326
DMKJLJHC_01982 Dihydrolipoyl dehydrogenase,28.79774,28.85019,28.63993,28.52854,28.50203,28.40592,28.51273,28.30778,28.39974,28.43293,28.40815,28.48066,27.86207,26.01018,27.52103
DMKJLJHC_01983 hypothetical protein,22.24702,21.82753,21.73128,19.9372,20.15541,21.00553,21.87237,20.78835,21.36405,20.97596,20.85125,19.85957,21.39305,22.25038,22.22919
DMKJLJHC_01985 S-adenosylmethionine:tRNA ribosyltransferase-isomerase,21.11617,20.35542,20.43451,20.14911,20.00072,20.31429,20.33789,20.11324,20.50707,20.02391,19.97519,19.83047,21.48543,21.71894,22.22196
DMKJLJHC_01987 Putative peroxiredoxin bcp,23.82338,24.13688,23.72858,24.17158,24.14461,24.71099,24.28637,24.35454,24.09644,24.11736,24.30417,24.135,23.98737,22.02653,21.5061
DMKJLJHC_01989 hypothetical protein,25.80208,26.05149,26.12177,25.83747,25.87018,26.07873,26.69763,26.91125,26.65034,25.74886,25.75282,25.60229,26.2641,24.68817,26.02635
DMKJLJHC_01994 Peptide chain release factor RF2,24.8333,24.69402,24.61712,23.71219,23.65698,23.75369,23.72161,23.49911,23.66525,23.64933,23.6212,23.32855,22.29972,21.61136,23.19375
DMKJLJHC_01996 Penicillin-binding protein 1A,21.56174,21.09036,21.47378,19.60812,20.38213,20.87328,21.9147,21.60874,21.63445,20.74016,21.00265,20.91896,22.03611,22.27463,21.62238
DMKJLJHC_01998 Aspartate aminotransferase,24.29025,24.24235,24.17957,23.95996,23.58371,23.63012,23.83509,23.90472,23.77223,23.83663,23.72192,23.93598,21.96165,21.454,21.30531
DMKJLJHC_01999 Disulfide bond formation protein D,23.02631,23.3434,23.68175,23.57646,23.75307,23.55719,23.59787,24.65228,23.47122,24.1027,23.9003,23.86863,21.90371,20.98483,22.04086
DMKJLJHC_02001 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),19.73939,20.47021,20.32936,20.77884,20.82641,20.63759,24.44897,24.28517,24.2123,20.25269,20.74378,20.88599,21.30973,21.27855,20.78924
DMKJLJHC_02003 5-aminolevulinate synthase,20.07558,20.10973,19.61321,20.32014,20.49599,20.2528,20.09339,19.95504,20.10021,20.21169,20.40312,20.36078,22.67843,22.043,21.60255
DMKJLJHC_02004 Succinyl-diaminopimelate desuccinylase,26.65281,26.78481,26.38648,26.34584,26.11068,25.75845,26.17387,26.28157,26.07983,26.02185,26.23153,26.20449,25.3114,22.62873,24.75318
DMKJLJHC_02008 hypothetical protein,23.99869,24.0801,23.92542,23.78706,23.92633,24.00813,23.90481,23.98338,23.78407,23.90757,24.08424,23.88166,21.84835,21.77604,20.98121
DMKJLJHC_02012 GTPase Obg/CgtA,23.82929,24.26256,24.2021,24.38515,24.51593,24.41397,25.11541,24.99045,25.13817,24.45092,24.27014,24.51358,21.69747,21.94903,22.21441
DMKJLJHC_02013 hypothetical protein,21.14277,21.26991,20.7487,19.89342,20.06934,19.03213,19.15614,20.43853,20.51049,20.26069,20.13895,20.62131,22.00607,21.89037,22.1385
