Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB,P_relabun,TPA_relabun,BHET_relabun,PET_relabun,PETB_relabun,P,TPA,BHET,PET,PETB,P_sd,TPA_sd,BHET_sd,PET_sd,PETB_sd,P_TPA_fc,P_BHET_fc,P_PET_fc,P_PETB_fc,TPA_BHET_fc,TPA_PET_fc,TPA_PETB_fc,BHET_PET_fc,BHET_PETB_fc,PET_PETB_fc,P_TPA_ttest,P_BHET_ttest,P_PET_ttest,P_PETB_ttest,P_TPA_ttest_sig,P_BHET_ttest_sig,P_PET_ttest_sig,P_PETB_ttest_sig,TPA_BHET_ttest,TPA_PET_ttest,TPA_PETB_ttest,TPA_BHET_ttest_sig,TPA_PET_ttest_sig,TPA_PETB_ttest_sig,BHET_PET_ttest,BHET_PETB_ttest,BHET_PET_ttest_sig,BHET_PETB_ttest_sig,PET_PETB_ttest,PET_PETB_ttest_sig
GFJPDDAG_01647 hypothetical protein,20.72258,18.15439,20.15654,19.54769,19.66777,20.42931,19.04136,21.20963,22.75283,20.98645,20.51696,20.42011,22.07515,19.75655,22.07198,0.0015707976280712127,0.003423856063233285,0.004110825206841689,0.005290806823648847,0.05078204888701385,19.677836666666668,19.88159,21.001273333333334,20.641173333333334,21.301226666666665,1.1017463803838385,0.3903867316734357,1.5223472590341822,0.24732834186337999,1.092252112421344,0.20375333333333145,1.323436666666666,0.9633366666666667,1.623389999999997,1.1196833333333345,0.7595833333333353,1.4196366666666655,-0.3600999999999992,0.2999533333333311,0.6600533333333303,0.8174129038141046,0.3756353343697496,0.29409182882487617,0.21301682573140507,,,,,0.3706716469617486,0.08074314535148466,0.15852163585921936,,,,0.7578242294081154,0.8319875109357997,,,0.45143385456211793,
GFJPDDAG_01651 Stage V sporulation protein AD,21.11026,19.7348,20.98085,20.38326,20.71625,21.20539,20.2904,19.81428,19.1236,20.96708,20.96875,21.30276,21.7277,20.27712,20.73928,0.002994463038067027,0.006330555292632208,0.0017182199118008505,0.007169360363125446,0.03884669702578372,20.60863666666667,20.7683,19.74276,21.07953,20.9147,0.6201503188923009,0.33764511556761356,0.4790211497070536,0.157848919117828,0.6050480512047501,0.15966333333333083,-0.8658766666666686,0.47089333333332917,0.3060633333333307,-1.0255399999999995,0.31122999999999834,0.14639999999999986,1.3367699999999978,1.1719399999999993,-0.16482999999999848,0.7651425943745036,0.19316293231106466,0.3567972036348952,0.6436030291544113,,,,,0.06859842477017525,0.3030627273031531,0.7799654269477287,,,,0.0199768352094029,0.09824043688942137,+,,0.7282183430355723,
GFJPDDAG_01655 Sporulation protein YjcA,19.80241,20.10134,19.01561,20.70951,20.64585,20.71503,21.52401,20.64436,20.39616,20.76776,20.90176,19.59688,23.08648,21.44947,21.40431,0.0015299105711801878,0.005996671954915827,0.003714062336403229,0.004545527554354365,0.08129567513474427,19.639786666666666,20.69013,20.85484333333333,20.42213333333333,21.980086666666665,0.4579207861871119,0.03139168042650821,0.48390001090675383,0.5861008435035355,0.7825554346427415,1.050343333333334,1.2150566666666656,0.7823466666666654,2.340299999999999,0.1647133333333315,-0.26799666666666866,1.289956666666665,-0.43271000000000015,1.1252433333333336,1.5579533333333337,0.03178760719856956,0.06137614165010998,0.21108321069868072,0.02176574426106452,+,,,+,0.6560542094634925,0.5536313259353731,0.08031345127734217,,,,0.4658736788322862,0.15876503402848027,,,0.08730415152030183,
GFJPDDAG_01657 hypothetical protein,19.47756,19.80975,20.06875,21.17912,20.3987,21.80732,23.0777,23.19525,22.93557,21.36381,19.80319,18.71485,21.44238,20.55171,20.82754,0.001692333605415541,0.008125249155509655,0.017239683254329057,0.003301063925494949,0.039548837009033465,19.785353333333337,21.128380000000003,23.069506666666665,19.960616666666667,20.940543333333334,0.24196804476808315,0.5761848585306625,0.10617210441333362,1.0871475327459275,0.37229072621034,1.3430266666666668,3.284153333333329,0.17526333333333,1.1551899999999975,1.941126666666662,-1.1677633333333368,-0.18783666666666932,-3.108889999999999,-2.1289633333333313,0.9799266666666675,0.03842997532223921,6.152570577747325e-05,0.8347910750439476,0.02121605118345603,+,+,,+,0.009409124068580771,0.2506433009893951,0.7183034450581952,+,,,0.01579826095518436,0.0014738408432498548,+,+,0.2942780995573922,
GFJPDDAG_01658 Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,24.62333,24.60116,24.14733,21.86957,20.44669,20.49334,21.1063,21.97345,20.38938,20.64742,19.83922,18.86095,21.18678,19.74027,19.72986,0.04313939358144951,0.007113528666255,0.004577409500226359,0.002917726004440025,0.023983827921816425,24.457273333333333,20.936533333333333,21.15637666666667,19.782529999999998,20.21897,0.2193498417799493,0.660031373816595,0.6476625642175786,0.7304241152919314,0.6843582098579661,-3.52074,-3.300896666666663,-4.6747433333333355,-4.238303333333334,0.21984333333333694,-1.1540033333333355,-0.7175633333333344,-1.3738466666666724,-0.9374066666666714,0.43644000000000105,0.002015219115321383,0.0024075425381388164,0.0009744944457096088,0.001129487519503294,+,+,+,+,0.7536057770629512,0.172703967378557,0.3459629593552411,,,,0.11741568121648402,0.232181782643371,,,0.5708351520275119,
GFJPDDAG_01660 Na(+)/H(+) antiporter,20.9868,21.992,19.70815,21.40294,19.71504,21.00229,23.32127,20.38037,22.81212,21.29709,19.3848,20.29789,23.00553,20.21239,21.22586,0.003653579646826601,0.006066181734103922,0.009249709326972081,0.004254258634258598,0.057531494090809585,20.89565,20.706756666666667,22.17125333333333,20.32659333333333,21.481260000000002,0.9346029272726827,0.7200724805338858,1.2832915402285725,0.7809529102463372,1.1545070044251216,-0.1888933333333327,1.2756033333333292,-0.5690566666666683,0.5856100000000026,1.464496666666662,-0.38016333333333563,0.7745033333333353,-1.8446599999999975,-0.6899933333333266,1.154666666666671,0.8319749022747734,0.3192803735686942,0.5448796614120797,0.6068784628721723,,,,,0.23204139608785487,0.6393912778837537,0.46595152095576325,,,,0.15746832436129035,0.6020761248402273,,,0.3064002292799951,
GFJPDDAG_01661 Magnesium transporter MgtE,18.97252,21.44243,19.2778,20.83238,20.53059,20.42831,20.26032,20.95939,20.00112,20.49643,21.13287,20.21851,22.22735,20.47409,20.73702,0.0018292395172619142,0.0056221634085353266,0.002722813238814245,0.005199060980157968,0.045606683783968364,19.897583333333333,20.597093333333333,20.406943333333334,20.615936666666666,21.146153333333334,1.0994581657141658,0.17153262320101775,0.40471730844572873,0.3827313548111209,0.7720201725487635,0.6995100000000001,0.5093600000000009,0.718353333333333,1.2485700000000008,-0.19014999999999915,0.01884333333333288,0.5490600000000008,0.20899333333333203,0.7392099999999999,0.5302166666666679,0.4242290887614455,0.5719100406558206,0.43211073672029715,0.25902899669930796,,,,,0.5737554741404469,0.9523867602428062,0.38176674422501444,,,,0.6237842360770836,0.2965928273398086,,,0.4332958636286841,
GFJPDDAG_01664 NAD kinase 1,21.91681,19.9476,21.24336,19.45778,20.05712,21.13865,21.2894,21.65383,20.75954,20.40881,19.85392,20.35137,21.88585,20.25418,21.13152,0.004026660923938774,0.00432254820543098,0.004831299742186708,0.003909582115674173,0.04388137109355029,21.035923333333333,20.21785,21.234256666666667,20.2047,21.09051666666667,0.8171982558446607,0.6955604880957508,0.36716866372584367,0.2491449306461337,0.6667571783057322,-0.8180733333333343,0.19833333333333414,-0.8312233333333339,0.0545933333333366,1.0164066666666685,-0.013149999999999551,0.8726666666666709,-1.029556666666668,-0.14373999999999754,0.8858166666666705,0.34167116266326936,0.7698653529200103,0.24084903785357317,0.9451590179884561,,,,,0.14162825604839208,0.9811245608593377,0.26946378458202547,,,,0.030460914638354715,0.8026251812703848,+,,0.15321887640016288,
GFJPDDAG_01665 GTP pyrophosphokinase YjbM,19.95141,19.37566,19.94992,19.82573,20.02053,20.64696,21.1748,20.27703,19.92006,21.84032,19.593,21.1658,21.63545,19.18088,20.74194,0.0016616969826156883,0.004165352870770738,0.0028195234909099676,0.006184631954628027,0.02953683556152484,19.758996666666665,20.164406666666668,20.457296666666668,20.866373333333332,20.519423333333332,0.2710606390131588,0.35036176506893857,0.5278668836195571,0.9415781228460128,1.0143515897469786,0.4054100000000034,0.6983000000000033,1.1073766666666671,0.7604266666666675,0.2928899999999999,0.7019666666666637,0.3550166666666641,0.40907666666666387,0.06212666666666422,-0.34694999999999965,0.26523351848716376,0.17139843800610607,0.18521434121497182,0.3636155452586033,,,,,0.5489316353109566,0.37902499819685836,0.6642486981203607,,,,0.6204132750981021,0.9424439381076297,,,0.7408484967712358,
GFJPDDAG_01667 Putative triphosphatase YjbK,21.48694,21.6838,19.71402,20.58217,21.47707,20.54555,19.93309,19.85607,19.49278,21.94779,20.09401,20.95066,22.01694,21.29391,21.55195,0.003824436846443504,0.006784748726490734,0.001739655164876403,0.0067730285486056405,0.06337989504994988,20.961586666666665,20.868263333333335,19.760646666666663,20.997486666666667,21.620933333333337,0.8858161606613918,0.43075083604742553,0.19200248858340924,0.7575265120259638,0.299179010441724,-0.09332333333333054,-1.2009400000000028,0.0359000000000016,0.6593466666666714,-1.1076166666666722,0.12922333333333214,0.752670000000002,1.2368400000000044,1.8602866666666742,0.6234466666666698,0.8998819468725273,0.13423988691661895,0.9673437282272034,0.3750587730979631,,,,,0.02933911380155295,0.8441408380100957,0.11226386583600431,+,,,0.08879314961694597,0.0017782098867428898,,+,0.3399119686739042,
"GFJPDDAG_01672 Oligoendopeptidase F, plasmid",25.59557,25.84795,24.38251,21.56415,20.92499,20.49226,22.09748,20.72228,21.21922,20.3459,22.18559,20.83592,21.82531,20.90645,19.93452,0.07605672913838132,0.007401573742310914,0.005221561701855125,0.007385954679429787,0.038154466060861286,25.275343333333335,20.993800000000004,21.34632666666667,21.122470000000003,20.88876,0.639680877174097,0.44029395869880683,0.5685718005279152,0.777902307876767,0.7720131294652108,-4.281543333333332,-3.9290166666666657,-4.152873333333332,-4.386583333333334,0.352526666666666,0.12866999999999962,-0.10504000000000246,-0.22385666666666637,-0.45756666666666845,-0.23371000000000208,0.0014595330322349036,0.002902578969495662,0.004308906111657799,0.0034674375625513487,+,+,+,+,0.5262878806689096,0.8486238400491678,0.8753654443608929,,,,0.7589685968732554,0.5367335662962623,,,0.7780040145719987,
GFJPDDAG_01677 Putative acetyltransferase YjbC,22.17804,21.44435,22.10811,20.5125,21.25015,21.21307,20.62541,21.79879,20.99705,20.97077,19.23202,20.28074,21.72973,19.37288,20.52042,0.007381056453785605,0.007391866593922109,0.004527050382837986,0.003793398870106916,0.029982110425841764,21.910166666666665,20.991906666666665,21.140416666666667,20.161176666666666,20.54101,0.3306170256085159,0.339329530725256,0.4896397702619985,0.7148586963558304,0.9622901300889809,-0.9182600000000001,-0.7697499999999984,-1.7489899999999992,-1.3691566666666652,0.1485100000000017,-0.8307299999999991,-0.45089666666666517,-0.9792400000000008,-0.5994066666666669,0.3798333333333339,0.05184884430538457,0.13918716932568773,0.034832918119938557,0.1297928372599812,,,+,,0.7422168454489722,0.21180258838452884,0.5658935785295525,,,,0.18522582496030296,0.47627898251327927,,,0.6772798674171613,
GFJPDDAG_01680 Oligopeptide transport ATP-binding protein OppF,23.69456,24.64713,23.00792,21.62545,23.14241,23.50337,23.65753,23.22885,23.75185,22.9706,19.41666,22.62127,21.67774,20.54017,20.57607,0.027037015292076576,0.02512599318945487,0.023987840213615032,0.010791506764525685,0.039296984343941174,23.783203333333333,22.757076666666666,23.546076666666668,21.66951,20.931326666666667,0.6721337101268542,0.8136367801147855,0.22759413310149754,1.5993764835293367,0.5279973804438383,-1.0261266666666664,-0.23712666666666493,-2.113693333333334,-2.8518766666666657,0.7890000000000015,-1.0875666666666675,-1.8257499999999993,-1.876566666666669,-2.614750000000001,-0.7381833333333319,0.2411076117051329,0.6611485844611309,0.15998356489280602,0.009180410029164674,,,,+,0.2570959132253215,0.43969437095427305,0.056271908818449866,,,,0.17577662213072015,0.003005934593355879,,+,0.5689390477944298,
GFJPDDAG_01681 Oligopeptide transport ATP-binding protein OppD,23.15164,22.96508,22.19301,20.85454,20.91244,20.17016,22.7485,20.62852,22.98727,21.10207,22.59601,19.94379,22.34969,21.18752,20.6965,0.013394517035845861,0.0058148637440408905,0.008935724437011001,0.007869495100850641,0.05480580094996115,22.76991,20.645713333333333,22.12143,21.213956666666668,21.411236666666667,0.4149790082241106,0.33709675379959164,1.0601377203929674,1.085650865221207,0.6932032670789198,-2.1241966666666663,-0.6484799999999993,-1.5559533333333313,-1.358673333333332,1.475716666666667,0.568243333333335,0.7655233333333342,-0.907473333333332,-0.7101933333333328,0.19727999999999923,0.004931771360752913,0.4656619381791731,0.13125665855391125,0.07613271803842742,+,,,,0.13389354445481536,0.5186209644371513,0.23286015642827473,,,,0.4453140677415713,0.47219959428513747,,,0.8391205400823065,
GFJPDDAG_01682 Oligopeptide transport system permease protein OppC,25.52636,25.39696,25.90695,25.57516,26.51755,26.02937,27.08396,26.64155,26.65758,26.15983,26.54063,26.62352,22.31077,19.76363,21.33777,0.09591939526039835,0.24467542347266696,0.22794122003168296,0.29480988256585633,0.045330495697327944,25.61009,26.040693333333333,26.794363333333333,26.44132666666667,21.13739,0.2164570545550926,0.38481241441628256,0.20488031015421979,0.20190421496893576,1.049474361509927,0.4306033333333339,1.1842733333333335,0.8312366666666691,-4.4727,0.7536699999999996,0.4006333333333352,-4.903303333333334,-0.35303666666666444,-5.656973333333333,-5.303936666666669,0.23990893444528427,0.00493007451112767,0.016519726886567665,0.0041214231674836605,,+,+,+,0.0708360127068864,0.26227574895143796,0.0034345450040279696,,,+,0.1576290505118878,0.0017064738790967175,,+,0.0021704523645835134,+
GFJPDDAG_01683 Oligopeptide transport system permease protein OppB,23.63256,23.79203,25.01512,25.55072,24.63134,25.91561,25.07329,25.23268,25.15387,25.66259,24.4821,24.67568,22.42163,19.19997,20.26081,0.03478107595178309,0.1532689930382415,0.07308151801629564,0.1041441320470462,0.03183385639327013,24.14657,25.365889999999997,25.15328,24.940123333333332,20.62747,0.617598573562687,0.5403449237292781,0.06507203239487694,0.5169376928498152,1.3405478868979903,1.2193199999999962,1.0067099999999982,0.7935533333333318,-3.5191000000000017,-0.21260999999999797,-0.4257666666666644,-4.738419999999998,-0.21315666666666644,-4.52581,-4.3126533333333334,0.10349684677128168,0.08362338965008154,0.2359260380960105,0.027995749254167437,,,,+,0.6100500429036075,0.4658417590607408,0.009760740660983104,,,+,0.593888731600496,0.008847231505508694,,+,0.013211081310426647,+
GFJPDDAG_01684 Dipeptide-binding protein DppE,32.73289,33.5316,33.65565,31.82328,31.93642,31.59268,33.7354,33.25702,33.55499,31.35757,32.0032,32.11799,28.2597,28.40239,25.19618,19.89852663255601,13.107988753097718,24.053480253283322,12.318745667804313,3.2161300544761158,33.306713333333335,31.784126666666666,33.51580333333333,31.82625333333333,27.28609,0.40890260782842863,0.14303620644981888,0.19725373208693014,0.33470607626526433,1.4789372231662399,-1.522586666666669,0.20908999999999622,-1.4804600000000043,-6.020623333333333,1.7316766666666652,0.04212666666666465,-4.498036666666664,-1.6895500000000006,-6.229713333333329,-4.540163333333329,0.007648130688263034,0.5503617648246654,0.016647638028468584,0.005160302988366061,+,,+,+,0.0005510666544388204,0.8779234562548947,0.012835323406206318,+,,+,0.003545556177504135,0.004116641505111943,+,+,0.013323239714197875,+
GFJPDDAG_01690 3-oxoacyl-[acyl-carrier-protein] synthase 2,24.64944,24.31983,24.07561,21.33361,21.24518,20.33777,20.56258,21.14761,20.39341,20.94606,19.67591,21.01537,22.04869,20.63521,21.43425,0.04000071800727631,0.007291515591032863,0.003338857904149499,0.004952285230846447,0.053361847040348846,24.34829333333333,20.972186666666666,20.7012,20.545779999999997,21.372716666666665,0.2351281044215863,0.4500506241400956,0.3231264337685794,0.615741467230093,0.5786888576390212,-3.376106666666665,-3.6470933333333306,-3.8025133333333336,-2.975576666666665,-0.2709866666666656,-0.4264066666666686,0.40052999999999983,-0.155420000000003,0.6715166666666654,0.8269366666666684,0.0007129173507982637,0.00020782975923152154,0.0012284123859535505,0.0025296541452938643,+,+,+,+,0.5271721085942209,0.4733744228531829,0.48284040586792376,,,,0.7677455528143595,0.22518749944158997,,,0.23857369253841063,
GFJPDDAG_01691 3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1,25.04156,24.01971,23.57762,21.05879,19.99907,21.22155,22.43398,20.60856,22.21451,21.38978,21.18816,20.26379,22.16493,19.9564,21.05022,0.036419115801970985,0.006293381437678473,0.0069187177934147345,0.006541210960224639,0.04287911919262488,24.212963333333335,20.759803333333334,21.752350000000003,20.947243333333333,21.05718333333333,0.613074339719273,0.5420080612766649,0.8137294568016237,0.49023395791080027,0.9016420414012547,-3.4531600000000005,-2.460613333333331,-3.2657200000000017,-3.1557800000000036,0.9925466666666694,0.18743999999999872,0.29737999999999687,-0.8051066666666706,-0.6951666666666725,0.10993999999999815,0.003959868648490608,0.02689068321944629,0.004171301955501062,0.014935816471078542,+,+,+,+,0.22443447313146644,0.7351714154261284,0.7097564783334219,,,,0.29686339490575997,0.4636555470289453,,,0.8869190435966743,
GFJPDDAG_01698 Chaperone protein ClpB,23.06431,24.61785,22.73101,20.54791,21.48876,21.55515,23.56721,19.08978,22.88032,20.49678,21.71318,21.47229,22.46667,20.83339,20.26943,0.021776758602860123,0.008522669495193144,0.007381554638863939,0.007943259175260594,0.04700850949210645,23.471056666666666,21.19727333333333,21.84577,21.227416666666667,21.18983,0.8222422329757144,0.4599684496668095,1.9688516328222057,0.5259147282169948,0.9317556938740257,-2.273783333333334,-1.625286666666664,-2.243639999999999,-2.281226666666665,0.64849666666667,0.030143333333334965,-0.007443333333331026,-0.6183533333333351,-0.6559400000000011,-0.03758666666666599,0.02695175701592801,0.34199704863312713,0.03135046762729265,0.06029400381626792,+,,+,,0.6736383185658056,0.9542752821970313,0.9924024263258504,,,,0.6899421198919584,0.6921148687392615,,,0.9627582079331712,
GFJPDDAG_01699 hypothetical protein,21.61845,21.11108,22.14868,22.0098,22.20048,21.40914,23.52922,23.47914,24.08497,20.36682,22.4902,23.14016,22.13264,21.42517,21.24048,0.00606173447290624,0.013615443326692409,0.02664755686308836,0.013560837829076034,0.062442224642933204,21.62607,21.873139999999996,23.697776666666666,21.999060000000004,21.59943,0.4236326933401928,0.33720588725584166,0.2745493393828424,1.184276871794205,0.3845016489778238,0.24706999999999724,2.0717066666666675,0.37299000000000504,-0.02663999999999689,1.8246366666666702,0.1259200000000078,-0.2737099999999941,-1.6987166666666624,-2.0983466666666644,-0.39963000000000193,0.553871996807072,0.004384355307442538,0.6964789966397139,0.9506552119530349,,+,,,0.004042504853949011,0.8920049547163842,0.4912546497237431,+,,,0.1193292539476462,0.0032809470516917726,,+,0.6734394820831808,
GFJPDDAG_01700 Undecaprenyl-diphosphatase,19.5189,20.34158,19.42087,20.5993,20.40625,21.29941,21.28551,20.53704,19.78484,21.66952,21.71419,20.42827,23.3031,20.08597,21.19966,0.0016633717762197485,0.006330643053371564,0.002977190139493838,0.008184954575549762,0.05949088350744121,19.76045,20.76832,20.535796666666666,21.270659999999996,21.529576666666667,0.4128652144061872,0.3837182270885769,0.612646592870274,0.5959387755466148,1.333945304834081,1.0078700000000005,0.7753466666666675,1.5102099999999972,1.7691266666666685,-0.23252333333333297,0.5023399999999967,0.761256666666668,0.7348633333333296,0.993780000000001,0.25891666666667135,0.06474797723060946,0.2119163333898188,0.042139066305991374,0.14765374942155512,,,+,,0.6727826629187612,0.37291693742585796,0.48128051636311187,,,,0.29085211485424006,0.39256827060394267,,,0.8144523194456,
GFJPDDAG_01703 hypothetical protein,19.54242,21.13352,19.79187,21.16797,21.50056,20.69137,21.03341,20.11972,19.51372,19.58107,18.57454,20.09245,21.77585,20.23132,20.4143,0.002187976623912091,0.008078003211965239,0.0023956846740152277,0.0022631534535379237,0.03605623115148995,20.155936666666666,21.119966666666667,20.222283333333333,19.41602,20.807156666666668,0.6987170175082014,0.33208970076706057,0.6246352813353478,0.6305784745771144,0.6890309623586501,0.964030000000001,0.06634666666666789,-0.7399166666666659,0.6512200000000021,-0.8976833333333332,-1.703946666666667,-0.3128099999999989,-0.8062633333333338,0.5848733333333342,1.391136666666668,0.1528078321306898,0.9250709797695629,0.3285462785349846,0.401120341440377,,,,,0.14716818573183388,0.02775354221245137,0.5940208543808828,,+,,0.26826426642625856,0.4240553157375102,,,0.10291422534732572,
GFJPDDAG_01705 hypothetical protein,23.28263,22.81501,24.58698,24.05424,23.10042,23.87605,24.32471,23.46101,24.4688,24.41899,24.32855,23.73521,22.59702,19.63342,20.53119,0.023186299126611375,0.04753556444912214,0.03484777637852332,0.06068344467096315,0.03900435648298604,23.561539999999997,23.676903333333332,24.08484,24.160916666666665,20.92054333333333,0.7498055353667819,0.4140754313192492,0.44501938811696695,0.3032759721588399,1.240813779644454,0.1153633333333346,0.5233000000000025,0.599376666666668,-2.640996666666666,0.40793666666666795,0.4840133333333334,-2.756360000000001,0.07607666666666546,-3.1642966666666688,-3.240373333333334,0.8582148289141245,0.4438215624987194,0.3537813002821254,0.06157217372250311,,,,,0.3963250427320185,0.25319910238396887,0.040738914818572836,,,+,0.8513974395019817,0.027409268703326443,,+,0.02301105800143846,+
GFJPDDAG_01706 hypothetical protein,19.34177,19.96535,20.31459,19.58818,20.19289,22.48133,19.20635,20.70192,22.30911,21.63011,19.94423,20.03353,22.42271,18.91036,21.48556,0.001799459947844472,0.006268696079434951,0.0034277962628033788,0.004918679582976184,0.03952143334265042,19.87390333333333,20.754133333333332,20.739126666666667,20.535956666666667,20.939543333333333,0.40238170744814994,1.2460135874147689,1.2669696540520963,0.7745416968045605,1.484980646525588,0.880230000000001,0.8652233333333363,0.6620533333333363,1.065640000000002,-0.015006666666664614,-0.2181766666666647,0.18541000000000096,-0.20317000000000007,0.20041666666666558,0.40358666666666565,0.39558784720073603,0.40941589417320867,0.3438099855559889,0.38277802098976754,,,,,0.9910430964493171,0.8437059116774218,0.8989359517202615,,,,0.8560035973831924,0.8915761610953289,,,0.7504131117761327,
GFJPDDAG_01707 Intracellular proteinase inhibitor,19.66507,20.16839,21.71737,21.40856,21.49586,21.24742,20.01327,20.62292,20.27451,21.14441,18.62749,20.58799,23.09868,21.20645,20.78116,0.002810065953021561,0.009699959473241121,0.0025345354853261743,0.0036865664035369184,0.06673862380291067,20.516943333333334,21.38394666666667,20.303566666666665,20.119963333333335,21.69543,0.8733463963908527,0.10290763021057014,0.24973519046293008,1.079508620355679,1.0073234561285012,0.8670033333333365,-0.21337666666666877,-0.3969799999999992,1.178486666666668,-1.0803800000000052,-1.2639833333333357,0.31148333333333156,-0.18360333333333045,1.3918633333333368,1.5754666666666672,0.2356844773354236,0.7564124354016994,0.7066650217359863,0.27940854022350264,,,,,0.004813436632933664,0.17461332726930104,0.6859785440709982,+,,,0.826226466144063,0.13074132921172377,,,0.20579769820982505,
GFJPDDAG_01709 Fatty acid-binding protein,20.88539,22.75874,19.55432,21.00802,20.18103,20.98938,19.8277,20.51862,19.51766,20.81833,20.00132,20.8576,22.53229,19.08977,20.42579,0.00411191561558719,0.00614824811335589,0.001990063817806104,0.004998162279815971,0.0330742537174172,21.066150000000004,20.72614333333333,19.95466,20.559083333333334,20.682616666666668,1.3144282704659083,0.38552844428855754,0.4183852782623527,0.3947239417055366,1.4170876096495306,-0.34000666666667456,-1.1114900000000034,-0.5070666666666703,-0.38353333333333595,-0.7714833333333289,-0.16705999999999577,-0.043526666666661384,0.6044233333333331,0.7279566666666675,0.12353333333333438,0.7432739495803429,0.3180864487288497,0.6289191263303779,0.792915971208099,,,,,0.12760639360709508,0.6905610551950441,0.9685753178475338,,,,0.21145281547778558,0.5243298086767667,,,0.9111895449591946,
GFJPDDAG_01711 hypothetical protein,23.13579,24.45569,22.83074,21.20745,20.2191,21.4021,20.03163,20.45691,20.35046,20.42412,20.39486,19.4887,21.70877,21.14688,22.74278,0.02182234131430224,0.00714490775974594,0.0024928936947465623,0.003642362244673258,0.07512198947592118,23.474073333333337,20.942883333333338,20.279666666666667,20.10256,21.86614333333333,0.7051913857638623,0.5179246346933328,0.18069226442275388,0.43422890399726505,0.6609583834772722,-2.5311899999999987,-3.1944066666666693,-3.3715133333333362,-1.6079300000000067,-0.6632166666666706,-0.8403233333333375,0.923259999999992,-0.17710666666666697,1.5864766666666625,1.7635833333333295,0.014959852709387994,0.00343016627802558,0.004514276840153606,0.07828195514132646,+,+,+,,0.16246592685712696,0.15351745553883503,0.1949378013727862,,,,0.6225597849739702,0.03066362607229621,,+,0.03439042630393641,+
GFJPDDAG_01713 General stress protein 39,24.36246,24.28482,23.77515,21.00434,20.54114,21.2507,20.39276,20.24984,21.01316,21.18759,19.16372,20.02608,21.94788,21.59184,20.47989,0.034642488381975464,0.007091506061810181,0.0030106493684898834,0.0037015026893672475,0.05216065324019363,24.14081,20.932059999999996,20.55192,20.125796666666666,21.33987,0.2604962176308896,0.29415092180715663,0.33132389470124257,0.8292446379821948,0.6252281294055796,-3.208750000000002,-3.5888899999999992,-4.015013333333332,-2.800939999999997,-0.38013999999999726,-0.8062633333333302,0.4078100000000049,-0.42612333333333297,0.7879500000000021,1.2140733333333351,0.00032103050894586037,0.0002726441246580968,0.002836900395996718,0.004264016546717231,+,+,+,+,0.2917320731254953,0.2647269954935454,0.4508524383071723,,,,0.5367689465325911,0.19041685437390357,,,0.17362354343841302,
GFJPDDAG_01715 Beta/alpha-amylase,19.50731,19.05573,19.37035,20.04185,19.73957,21.04069,19.6207,21.65889,19.25813,21.90829,20.23301,20.10832,22.46131,19.95087,21.31615,0.0012182334792694546,0.004494213679256636,0.002325264279732434,0.005704845214618439,0.04876576213666068,19.311130000000002,20.274036666666664,20.17924,20.749873333333333,21.242776666666668,0.18905269177313125,0.5559743997303798,1.0566889618362945,0.8207044856842342,1.0261952325405197,0.9629066666666617,0.8681099999999979,1.4387433333333313,1.9316466666666656,-0.09479666666666375,0.47583666666666957,0.9687400000000039,0.5706333333333333,1.0635366666666677,0.49290333333333436,0.08123322018377432,0.316554052607845,0.0730841265687762,0.05892458355096003,,,,,0.9160120333160041,0.5344832675681978,0.30558389186352697,,,,0.5789366002752345,0.36493500730428663,,,0.6238570272433083,
GFJPDDAG_01717 Maltose transport system permease protein MalF,20.2854,18.25647,18.16776,20.37275,19.86628,20.05647,20.08614,20.43862,20.58495,21.09861,19.59267,19.78655,21.90106,21.37717,20.72398,0.0009181938397138529,0.0039793479520209745,0.002653797022697097,0.0037884063292758898,0.05195137514115268,18.90321,20.0985,20.369903333333333,20.159276666666667,21.33407,0.9780266741761181,0.20889049108723612,0.209355103804251,0.6689084127309386,0.4815063440911241,1.19529,1.4666933333333319,1.2560666666666656,2.430859999999999,0.2714033333333319,0.06077666666666559,1.2355699999999992,-0.2106266666666663,0.9641666666666673,1.1747933333333336,0.16624406523036747,0.10676499482406186,0.20820648242013906,0.034397241450634844,,,,+,0.26413077453513617,0.9082973468264572,0.029128500146811887,,,+,0.6927151923184112,0.06024027099440329,,,0.11404080112780868,
