#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1D4DCAEC1C1DDBC2-317EA3B81877B768
#datatype	hitsStandard Results
#status	0
#Start time	2019-06-07T14:37:35	Run time	0:00:06:46
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#158 - >GFJPDDAG_04168 Iron-sulfur cluster carrier protein	non-specific	183270	109	344	1.4074e-51	174.846	PRK11670	PRK11670	N	cl32721
Q#158 - >GFJPDDAG_04168 Iron-sulfur cluster carrier protein	superfamily	183270	109	344	1.4074e-51	174.846	cl32721	PRK11670 superfamily	N	 - 
Q#158 - >GFJPDDAG_04168 Iron-sulfur cluster carrier protein	non-specific	131024	109	185	6.39628e-12	64.7519	TIGR01969	minD_arch	C	cl31155
Q#158 - >GFJPDDAG_04168 Iron-sulfur cluster carrier protein	superfamily	131024	109	185	6.39628e-12	64.7519	cl31155	minD_arch superfamily	C	 - 
Q#158 - >GFJPDDAG_04168 Iron-sulfur cluster carrier protein	non-specific	227298	18	161	0.00324635	38.937	COG4963	CpaE	C	cl34849
Q#158 - >GFJPDDAG_04168 Iron-sulfur cluster carrier protein	superfamily	227298	18	161	0.00324635	38.937	cl34849	CpaE superfamily	C	 - 
Q#159 - >GFJPDDAG_04169 Spore germination protein GerD	non-specific	237115	114	141	0.0218888	35.2459	PRK12489	PRK12489	NC	cl21473
Q#159 - >GFJPDDAG_04169 Spore germination protein GerD	superfamily	354825	114	141	0.0218888	35.2459	cl21473	ArsB_NhaD_permease superfamily	NC	 - 
Q#159 - >GFJPDDAG_04169 Spore germination protein GerD	non-specific	335395	114	154	0.0348407	34.3702	pfam03605	DcuA_DcuB	NC	cl21473
Q#160 - >GFJPDDAG_04170 hypothetical protein	specific	316601	17	195	8.50031e-59	182.448	pfam14089	KbaA	 - 	cl16605
Q#160 - >GFJPDDAG_04170 hypothetical protein	superfamily	316601	17	195	8.50031e-59	182.448	cl16605	KbaA superfamily	 - 	 - 
Q#161 - >GFJPDDAG_04171 Peptidoglycan-N-acetylglucosamine deacetylase	non-specific	200573	54	241	2.31039e-93	272.363	cd10949	CE4_BsPdaB_like	 - 	cl15692
Q#161 - >GFJPDDAG_04171 Peptidoglycan-N-acetylglucosamine deacetylase	superfamily	353970	54	241	2.31039e-93	272.363	cl15692	CE4_SF superfamily	 - 	 - 
Q#161 - >GFJPDDAG_04171 Peptidoglycan-N-acetylglucosamine deacetylase	non-specific	274287	54	239	5.45292e-91	266.125	TIGR02764	spore_ybaN_pdaB	 - 	cl15692
Q#161 - >GFJPDDAG_04171 Peptidoglycan-N-acetylglucosamine deacetylase	specific	223798	5	239	2.15405e-40	139.753	COG0726	CDA1	 - 	cl34021
Q#161 - >GFJPDDAG_04171 Peptidoglycan-N-acetylglucosamine deacetylase	superfamily	223798	5	239	2.15405e-40	139.753	cl34021	CDA1 superfamily	 - 	 - 
Q#161 - >GFJPDDAG_04171 Peptidoglycan-N-acetylglucosamine deacetylase	specific	334577	52	174	1.10481e-27	102.32	pfam01522	Polysacc_deac_1	 - 	cl15692
Q#162 - >GFJPDDAG_04172 hypothetical protein	non-specific	238369	21	61	0.0912436	29.9141	cd00727	malate_synt_A	NC	cl21481
Q#162 - >GFJPDDAG_04172 hypothetical protein	superfamily	354828	21	61	0.0912436	29.9141	cl21481	malate_synt superfamily	NC	 - 
Q#163 - >GFJPDDAG_04174 Anti-sigma-G factor Gin	specific	313876	13	57	4.26201e-15	61.4274	pfam10764	Gin	 - 	cl11357
Q#163 - >GFJPDDAG_04174 Anti-sigma-G factor Gin	superfamily	313876	13	57	4.26201e-15	61.4274	cl11357	Gin superfamily	 - 	 - 
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	non-specific	224893	2	471	7.93922e-130	387.078	COG1982	LdcC	 - 	cl34388
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	superfamily	224893	2	471	7.93922e-130	387.078	cl34388	LdcC superfamily	 - 	 - 
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	non-specific	99739	9	292	1.62811e-113	335.758	cd00615	Orn_deC_like	 - 	cl29034
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	superfamily	355910	9	292	1.62811e-113	335.758	cl29034	AAT_I superfamily	 - 	 - 
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	non-specific	334467	8	347	1.33034e-86	271.298	pfam01276	OKR_DC_1	 - 	cl18945
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	superfamily	354370	8	347	1.33034e-86	271.298	cl18945	Beta_elim_lyase superfamily	 - 	 - 
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	non-specific	185297	9	439	5.75654e-23	102.123	PRK15399	PRK15399	 - 	cl33137
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	superfamily	185297	9	439	5.75654e-23	102.123	cl33137	PRK15399 superfamily	 - 	 - 
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	non-specific	275113	24	436	4.57501e-11	64.7456	TIGR04301	ODC_inducible	 - 	cl37416
Q#164 - >GFJPDDAG_04175 Arginine decarboxylase	superfamily	275113	24	436	4.57501e-11	64.7456	cl37416	ODC_inducible superfamily	 - 	 - 
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	specific	234814	2	209	7.99926e-107	305.57	PRK00698	tmk	 - 	cl29752
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	superfamily	234814	2	209	7.99926e-107	305.57	cl29752	tmk superfamily	 - 	 - 
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	specific	238835	5	206	2.30983e-91	266.057	cd01672	TMPK	 - 	cl17190
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	superfamily	354320	5	206	2.30983e-91	266.057	cl17190	NK superfamily	 - 	 - 
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	specific	223203	2	209	1.33657e-86	254.522	COG0125	Tmk	 - 	cl29754
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	superfamily	223203	2	209	1.33657e-86	254.522	cl29754	Tmk superfamily	 - 	 - 
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	specific	161676	3	199	3.89967e-69	209.527	TIGR00041	DTMP_kinase	 - 	cl29751
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	superfamily	161676	3	199	3.89967e-69	209.527	cl29751	DTMP_kinase superfamily	 - 	 - 
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	specific	280400	9	199	2.7682e-56	176.339	pfam02223	Thymidylate_kin	 - 	cl29753
Q#165 - >GFJPDDAG_04176 Thymidylate kinase	superfamily	280400	9	199	2.7682e-56	176.339	cl29753	Thymidylate_kin superfamily	 - 	 - 
Q#166 - >GFJPDDAG_04177 hypothetical protein	specific	283747	1	109	1.12064e-69	203.351	pfam06153	CdAMP_rec	 - 	cl00412
Q#166 - >GFJPDDAG_04177 hypothetical protein	superfamily	351081	1	109	1.12064e-69	203.351	cl00412	P-II superfamily	 - 	 - 
Q#166 - >GFJPDDAG_04177 hypothetical protein	specific	226388	1	109	1.69247e-65	192.649	COG3870	YaaQ	 - 	cl00412
Q#167 - >GFJPDDAG_04178 hypothetical protein	specific	335519	8	145	1.56501e-43	139.984	pfam03885	DUF327	 - 	cl00753
Q#167 - >GFJPDDAG_04178 hypothetical protein	superfamily	351240	8	145	1.56501e-43	139.984	cl00753	DUF327 superfamily	 - 	 - 
Q#167 - >GFJPDDAG_04178 hypothetical protein	non-specific	224642	1	146	1.53791e-37	124.847	COG1728	YaaR	 - 	cl00753
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	non-specific	181214	1	327	5.71625e-158	444.368	PRK08058	PRK08058	 - 	cl32265
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	superfamily	181214	1	327	5.71625e-158	444.368	cl32265	PRK08058 superfamily	 - 	 - 
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	specific	273213	14	195	1.16872e-83	250.622	TIGR00678	holB	 - 	cl36725
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	superfamily	273213	14	195	1.16872e-83	250.622	cl36725	holB superfamily	 - 	 - 
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	specific	338617	10	169	4.79601e-79	237.87	pfam13177	DNA_pol3_delta2	 - 	cl38392
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	superfamily	338617	10	169	4.79601e-79	237.87	cl38392	DNA_pol3_delta2 superfamily	 - 	 - 
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	non-specific	225369	10	183	8.8037e-40	146.009	COG2812	DnaX	C	cl34490
Q#168 - >GFJPDDAG_04179 DNA polymerase III subunit tau	superfamily	225369	10	183	8.8037e-40	146.009	cl34490	DnaX superfamily	C	 - 
Q#169 - >GFJPDDAG_04180 hypothetical protein	specific	224688	1	264	8.81405e-113	325.51	COG1774	YaaT	 - 	cl00770
Q#169 - >GFJPDDAG_04180 hypothetical protein	superfamily	351246	1	264	8.81405e-113	325.51	cl00770	PSP1 superfamily	 - 	 - 
Q#169 - >GFJPDDAG_04180 hypothetical protein	specific	335803	61	146	1.02704e-48	156.014	pfam04468	PSP1	 - 	cl00770
Q#170 - >GFJPDDAG_04181 Initiation-control protein YabA	specific	336320	1	119	2.11003e-49	152.713	pfam06156	YabB	 - 	cl22921
Q#170 - >GFJPDDAG_04181 Initiation-control protein YabA	superfamily	336320	1	119	2.11003e-49	152.713	cl22921	YabB superfamily	 - 	 - 
Q#170 - >GFJPDDAG_04181 Initiation-control protein YabA	specific	183876	1	124	1.72139e-48	150.394	PRK13169	PRK13169	 - 	cl01853
Q#170 - >GFJPDDAG_04181 Initiation-control protein YabA	superfamily	242748	1	124	1.72139e-48	150.394	cl01853	YabA superfamily	 - 	 - 
Q#170 - >GFJPDDAG_04181 Initiation-control protein YabA	non-specific	226873	1	124	1.83299e-42	135.302	COG4467	YabA	 - 	cl01853
Q#170 - >GFJPDDAG_04181 Initiation-control protein YabA	non-specific	274765	23	57	0.00259272	36.1586	TIGR03752	conj_TIGR03752	C	cl26990
Q#170 - >GFJPDDAG_04181 Initiation-control protein YabA	superfamily	274765	23	57	0.00259272	36.1586	cl26990	conj_TIGR03752 superfamily	C	 - 
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	specific	226608	4	245	3.74197e-106	307.25	COG4123	TrmN6	 - 	cl29228
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	superfamily	356104	4	245	3.74197e-106	307.25	cl29228	PrmA superfamily	 - 	 - 
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	non-specific	282961	17	124	4.75189e-08	51.0295	pfam05175	MTS	C	cl17173
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	superfamily	354317	17	124	4.75189e-08	51.0295	cl17173	AdoMet_MTases superfamily	C	 - 
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	non-specific	236467	45	125	7.90742e-08	51.7012	PRK09328	PRK09328	NC	cl17173
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	specific	100107	48	140	1.03402e-07	48.9655	cd02440	AdoMet_MTases	 - 	cl17173
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	non-specific	274634	45	125	3.27531e-07	49.7749	TIGR03534	RF_mod_PrmC	NC	cl37287
Q#171 - >GFJPDDAG_04182 tRNA1(Val) (adenine(37)-N6)-methyltransferase	superfamily	274634	45	125	3.27531e-07	49.7749	cl37287	RF_mod_PrmC superfamily	NC	 - 
Q#172 - >GFJPDDAG_04183 Ribosomal RNA small subunit methyltransferase I	specific	212507	15	232	1.50604e-133	376.72	cd11648	RsmI	 - 	cl00304
Q#172 - >GFJPDDAG_04183 Ribosomal RNA small subunit methyltransferase I	superfamily	351012	15	232	1.50604e-133	376.72	cl00304	TP_methylase superfamily	 - 	 - 
Q#172 - >GFJPDDAG_04183 Ribosomal RNA small subunit methyltransferase I	specific	223390	9	288	5.12591e-133	377.701	COG0313	RsmI	 - 	cl00304
Q#172 - >GFJPDDAG_04183 Ribosomal RNA small subunit methyltransferase I	non-specific	184956	1	232	3.90385e-64	202.753	PRK14994	PRK14994	 - 	cl00304
Q#172 - >GFJPDDAG_04183 Ribosomal RNA small subunit methyltransferase I	non-specific	129204	15	286	7.20725e-55	178.862	TIGR00096	TIGR00096	 - 	cl00304
Q#172 - >GFJPDDAG_04183 Ribosomal RNA small subunit methyltransferase I	specific	334164	15	213	3.88205e-31	115.128	pfam00590	TP_methylase	 - 	cl00304
Q#173 - >GFJPDDAG_04184 Transition state regulatory protein AbrB	specific	224913	1	90	2.7161e-19	74.7247	COG2002	AbrB	 - 	cl00877
Q#173 - >GFJPDDAG_04184 Transition state regulatory protein AbrB	superfamily	321225	1	90	2.7161e-19	74.7247	cl00877	MazE_antitoxin superfamily	 - 	 - 
Q#173 - >GFJPDDAG_04184 Transition state regulatory protein AbrB	non-specific	131898	2	50	2.85104e-16	69.4106	TIGR02851	spore_V_T	C	cl28669
Q#173 - >GFJPDDAG_04184 Transition state regulatory protein AbrB	superfamily	131898	2	50	2.85104e-16	69.4106	cl28669	spore_V_T superfamily	C	 - 
Q#173 - >GFJPDDAG_04184 Transition state regulatory protein AbrB	specific	198034	8	51	2.26217e-09	48.2723	smart00966	SpoVT_AbrB	 - 	cl00877
Q#173 - >GFJPDDAG_04184 Transition state regulatory protein AbrB	specific	309225	8	50	3.03778e-09	47.9034	pfam04014	MazE_antitoxin	 - 	cl00877
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	specific	237028	6	653	0	1258.17	PRK12267	PRK12267	 - 	cl36089
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	superfamily	237028	6	653	0	1258.17	cl36089	PRK12267 superfamily	 - 	 - 
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	specific	223221	7	528	0	762.202	COG0143	MetG	 - 	cl33774
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	superfamily	223221	7	528	0	762.202	cl33774	MetG superfamily	 - 	 - 
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	specific	273058	8	515	0	651.366	TIGR00398	metG	 - 	cl36638
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	superfamily	273058	8	515	0	651.366	cl36638	metG superfamily	 - 	 - 
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	specific	173907	7	339	0	517.47	cd00814	MetRS_core	 - 	cl00015
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	superfamily	350862	7	339	0	517.47	cl00015	nt_trans superfamily	 - 	 - 
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	specific	337365	8	363	1.384e-173	499.505	pfam09334	tRNA-synt_1g	 - 	cl38301
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	superfamily	337365	8	363	1.384e-173	499.505	cl38301	tRNA-synt_1g superfamily	 - 	 - 
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	non-specific	333723	8	64	5.61009e-08	56.078	NF000540	alt_ValS	C	cl37925
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	superfamily	333723	8	64	5.61009e-08	56.078	cl37925	alt_ValS superfamily	C	 - 
Q#175 - >GFJPDDAG_04186 Methionine--tRNA ligase	non-specific	333723	292	467	2.08238e-07	54.152	NF000540	alt_ValS	N	cl37925
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	specific	223162	1	254	1.1172e-136	384.642	COG0084	TatD	 - 	cl28964
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	superfamily	355840	1	254	1.1172e-136	384.642	cl28964	HutI superfamily	 - 	 - 
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	specific	272852	2	254	2.95843e-135	380.837	TIGR00010	TIGR00010	 - 	cl36577
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	superfamily	272852	2	254	2.95843e-135	380.837	cl36577	TIGR00010 superfamily	 - 	 - 
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	specific	238635	2	253	1.20624e-134	379.225	cd01310	TatD_DNAse	 - 	cl00281
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	superfamily	351001	2	253	1.20624e-134	379.225	cl00281	metallo-dependent_hydrolases superfamily	 - 	 - 
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	specific	307252	3	253	1.13089e-131	371.981	pfam01026	TatD_DNase	 - 	cl37639
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	superfamily	307252	3	253	1.13089e-131	371.981	cl37639	TatD_DNase superfamily	 - 	 - 
Q#176 - >GFJPDDAG_04187 D-aminoacyl-tRNA deacylase	non-specific	236767	1	255	2.40681e-74	226.947	PRK10812	PRK10812	 - 	cl28964
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	non-specific	226111	6	298	5.12776e-75	235.851	COG3583	YabE	 - 	cl34636
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	superfamily	226111	6	298	5.12776e-75	235.851	cl34636	YabE superfamily	 - 	 - 
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	specific	226112	313	406	9.20383e-50	163.347	COG3584	3D	 - 	cl01439
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	superfamily	321505	313	406	9.20383e-50	163.347	cl01439	3D_domain superfamily	 - 	 - 
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	specific	270620	318	407	1.13001e-39	136.499	cd14667	3D_containing_proteins	 - 	cl01439
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	specific	310967	347	408	4.18102e-25	97.2765	pfam06725	3D	 - 	cl01439
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	specific	336714	217	289	1.01277e-18	79.5083	pfam07501	G5	 - 	cl38232
Q#177 - >GFJPDDAG_04188 Cell wall-binding protein YocH	superfamily	336714	217	289	1.01277e-18	79.5083	cl38232	G5 superfamily	 - 	 - 
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	specific	273019	2	176	7.81209e-60	184.258	TIGR00334	5S_RNA_mat_M5	 - 	cl36618
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	superfamily	273019	2	176	7.81209e-60	184.258	cl36618	5S_RNA_mat_M5 superfamily	 - 	 - 
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	specific	338680	93	176	8.52513e-40	130.224	pfam13331	DUF4093	 - 	cl38399
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	superfamily	338680	93	176	8.52513e-40	130.224	cl38399	DUF4093 superfamily	 - 	 - 
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	specific	224572	2	111	4.52003e-38	127.065	COG1658	RnmV	 - 	cl00718
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	superfamily	351226	2	111	4.52003e-38	127.065	cl00718	TOPRIM superfamily	 - 	 - 
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	specific	173777	3	79	2.75109e-22	85.3867	cd01027	TOPRIM_RNase_M5_like	 - 	cl00718
Q#178 - >GFJPDDAG_04189 Ribonuclease M5	specific	214695	4	76	4.14458e-08	48.0261	smart00493	TOPRIM	 - 	cl00718
Q#179 - >GFJPDDAG_04190 Ribosomal RNA small subunit methyltransferase A	specific	234708	7	290	2.40375e-138	391.016	PRK00274	ksgA	 - 	cl17173
Q#179 - >GFJPDDAG_04190 Ribosomal RNA small subunit methyltransferase A	superfamily	354317	7	290	2.40375e-138	391.016	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#179 - >GFJPDDAG_04190 Ribosomal RNA small subunit methyltransferase A	specific	223109	19	290	2.08414e-113	327.255	COG0030	RsmA	 - 	cl17173
Q#179 - >GFJPDDAG_04190 Ribosomal RNA small subunit methyltransferase A	specific	273252	20	287	1.65391e-95	281.812	TIGR00755	ksgA	 - 	cl17173
Q#179 - >GFJPDDAG_04190 Ribosomal RNA small subunit methyltransferase A	non-specific	306828	19	280	6.77943e-73	224.539	pfam00398	RrnaAD	 - 	cl17173
Q#179 - >GFJPDDAG_04190 Ribosomal RNA small subunit methyltransferase A	specific	128898	36	212	3.04819e-71	216.993	smart00650	rADc	 - 	cl17173
Q#179 - >GFJPDDAG_04190 Ribosomal RNA small subunit methyltransferase A	specific	100107	53	141	0.000786797	38.1799	cd02440	AdoMet_MTases	 - 	cl17173
Q#180 - >GFJPDDAG_04191 Sporulation-specific protease YabG	specific	274322	5	286	3.03681e-175	484.927	TIGR02855	spore_yabG	 - 	cl05250
Q#180 - >GFJPDDAG_04191 Sporulation-specific protease YabG	superfamily	322989	5	286	3.03681e-175	484.927	cl05250	Peptidase_U57 superfamily	 - 	 - 
Q#180 - >GFJPDDAG_04191 Sporulation-specific protease YabG	specific	310286	9	285	7.03304e-164	455.802	pfam05582	Peptidase_U57	 - 	cl05250
Q#181 - >GFJPDDAG_04192 hypothetical protein	specific	226872	1	78	1.59575e-38	122.901	COG4466	COG4466	 - 	cl01852
Q#181 - >GFJPDDAG_04192 hypothetical protein	superfamily	351618	1	78	1.59575e-38	122.901	cl01852	VEG superfamily	 - 	 - 
Q#181 - >GFJPDDAG_04192 hypothetical protein	specific	336354	14	75	2.0628e-33	109.459	pfam06257	VEG	 - 	cl01852
Q#182 - >GFJPDDAG_04193 hypothetical protein	specific	306724	10	53	6.39096e-10	48.5994	pfam00269	SASP	 - 	cl02831
Q#182 - >GFJPDDAG_04193 hypothetical protein	superfamily	306724	10	53	6.39096e-10	48.5994	cl02831	SASP superfamily	 - 	 - 
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	specific	234652	1	283	0	556.314	PRK00128	ipk	 - 	cl35068
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	superfamily	234652	1	283	0	556.314	cl35068	ipk superfamily	 - 	 - 
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	specific	188029	1	283	5.83129e-134	380.704	TIGR00154	ispE	 - 	cl33193
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	superfamily	188029	1	283	5.83129e-134	380.704	cl33193	ispE superfamily	 - 	 - 
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	specific	224858	1	283	7.31113e-127	362.348	COG1947	IspE	 - 	cl34380
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	superfamily	224858	1	283	7.31113e-127	362.348	cl34380	IspE superfamily	 - 	 - 
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	specific	333981	87	144	7.84932e-15	67.1854	pfam00288	GHMP_kinases_N	 - 	cl37979
Q#183 - >GFJPDDAG_04194 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	superfamily	333981	87	144	7.84932e-15	67.1854	cl37979	GHMP_kinases_N superfamily	 - 	 - 
Q#184 - >GFJPDDAG_04195 Pur operon repressor	specific	236414	1	271	2.06762e-178	491.612	PRK09213	PRK09213	 - 	cl35787
Q#184 - >GFJPDDAG_04195 Pur operon repressor	superfamily	236414	1	271	2.06762e-178	491.612	cl35787	PRK09213 superfamily	 - 	 - 
Q#184 - >GFJPDDAG_04195 Pur operon repressor	non-specific	130804	3	270	2.99385e-139	392.61	TIGR01743	purR_Bsub	 - 	cl31138
Q#184 - >GFJPDDAG_04195 Pur operon repressor	superfamily	130804	3	270	2.99385e-139	392.61	cl31138	purR_Bsub superfamily	 - 	 - 
Q#184 - >GFJPDDAG_04195 Pur operon repressor	specific	223577	80	257	3.53775e-47	155.504	COG0503	Apt	 - 	cl00309
Q#184 - >GFJPDDAG_04195 Pur operon repressor	superfamily	351014	80	257	3.53775e-47	155.504	cl00309	PRTases_typeI superfamily	 - 	 - 
Q#184 - >GFJPDDAG_04195 Pur operon repressor	specific	312634	4	73	3.70108e-42	138.73	pfam09182	PuR_N	 - 	cl21459
Q#184 - >GFJPDDAG_04195 Pur operon repressor	superfamily	354815	4	73	3.70108e-42	138.73	cl21459	HTH superfamily	 - 	 - 
Q#184 - >GFJPDDAG_04195 Pur operon repressor	specific	206754	118	242	2.52775e-14	67.806	cd06223	PRTases_typeI	 - 	cl00309
Q#185 - >GFJPDDAG_04196 2-iminobutanoate/2-iminopropanoate deaminase	specific	129116	1	123	1.60446e-68	201.755	TIGR00004	TIGR00004	 - 	cl10015
Q#185 - >GFJPDDAG_04196 2-iminobutanoate/2-iminopropanoate deaminase	superfamily	299145	1	123	1.60446e-68	201.755	cl10015	YjgF_YER057c_UK114_family superfamily	 - 	 - 
Q#185 - >GFJPDDAG_04196 2-iminobutanoate/2-iminopropanoate deaminase	specific	279393	8	121	3.31942e-55	167.848	pfam01042	Ribonuc_L-PSP	 - 	cl10015
Q#185 - >GFJPDDAG_04196 2-iminobutanoate/2-iminopropanoate deaminase	specific	223329	1	124	2.80567e-52	160.89	COG0251	RidA	 - 	cl10015
Q#185 - >GFJPDDAG_04196 2-iminobutanoate/2-iminopropanoate deaminase	specific	100004	16	121	8.84369e-50	153.483	cd00448	YjgF_YER057c_UK114_family	 - 	cl10015
Q#185 - >GFJPDDAG_04196 2-iminobutanoate/2-iminopropanoate deaminase	non-specific	105214	2	122	4.75871e-39	127.49	PRK11401	PRK11401	 - 	cl10015
Q#186 - >GFJPDDAG_04197 Putative septation protein SpoVG	specific	237321	1	82	8.51067e-60	177.485	PRK13259	PRK13259	 - 	cl00915
Q#186 - >GFJPDDAG_04197 Putative septation protein SpoVG	superfamily	321247	1	82	8.51067e-60	177.485	cl00915	SpoVG superfamily	 - 	 - 
Q#186 - >GFJPDDAG_04197 Putative septation protein SpoVG	specific	224999	1	82	6.08162e-53	159.909	COG2088	SpoVG	 - 	cl00915
Q#186 - >GFJPDDAG_04197 Putative septation protein SpoVG	specific	309236	2	82	8.59111e-50	151.421	pfam04026	SpoVG	 - 	cl00915
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	specific	184643	2	457	0	842.956	PRK14354	glmU	 - 	cl33000
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	superfamily	184643	2	457	0	842.956	cl33000	glmU superfamily	 - 	 - 
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	specific	224128	3	457	0	713.185	COG1207	GlmU	 - 	cl34182
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	superfamily	224128	3	457	0	713.185	cl34182	GlmU superfamily	 - 	 - 
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	specific	273482	6	452	0	646.255	TIGR01173	glmU	 - 	cl36834
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	superfamily	273482	6	452	0	646.255	cl36834	glmU superfamily	 - 	 - 
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	specific	133020	6	233	6.71926e-120	349.121	cd02540	GT2_GlmU_N_bac	 - 	cl11394
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	superfamily	353239	6	233	6.71926e-120	349.121	cl11394	Glyco_tranf_GTA_type superfamily	 - 	 - 
Q#187 - >GFJPDDAG_04198 Bifunctional protein GlmU	non-specific	306887	6	222	1.11739e-23	98.855	pfam00483	NTP_transferase	 - 	cl11394
