#Batch CD-search tool	NIH/NLM/NCBI									
#cdsid	QM3-qcdsearch-EF832E26470DADB-3CA465FD1FDB02E6									
#datatype	hitsStandard Results									
#status	0									
#Start time	2019-06-07T14:36:53	Run time	0:01:26:40							
#status	success									
										
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#2038 - >GFJPDDAG_02058 Penicillin-binding protein H	superfamily	223839	1	691	2.11E-124	383.297	cl34037	FtsI superfamily	 - 	 - 
Q#2038 - >GFJPDDAG_02058 Penicillin-binding protein H	non-specific	274573	28	686	1.43E-88	289.423	TIGR03423	pbp2_mrdA	 - 	cl37268
Q#2038 - >GFJPDDAG_02058 Penicillin-binding protein H	superfamily	274573	28	686	1.43E-88	289.423	cl37268	pbp2_mrdA superfamily	 - 	 - 
Q#2038 - >GFJPDDAG_02058 Penicillin-binding protein H	specific	334309	351	683	5.10E-55	190.284	pfam00905	Transpeptidase	 - 	cl21491
Q#2038 - >GFJPDDAG_02058 Penicillin-binding protein H	superfamily	354834	351	683	5.10E-55	190.284	cl21491	Transpeptidase superfamily	 - 	 - 
Q#2038 - >GFJPDDAG_02058 Penicillin-binding protein H	non-specific	236761	155	658	8.59E-31	128.348	PRK10795	PRK10795	 - 	cl35950
Q#2038 - >GFJPDDAG_02058 Penicillin-binding protein H	superfamily	236761	155	658	8.59E-31	128.348	cl35950	PRK10795 superfamily	 - 	 - 
Q#2039 - >GFJPDDAG_02059 hypothetical protein	non-specific	340883	52	337	6.43E-11	62.9788	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#2039 - >GFJPDDAG_02059 hypothetical protein	superfamily	355786	52	337	6.43E-11	62.9788	cl28910	MFS superfamily	 - 	 - 
Q#2039 - >GFJPDDAG_02059 hypothetical protein	specific	336768	52	341	2.04E-10	61.2839	pfam07690	MFS_1	 - 	cl30458
Q#2039 - >GFJPDDAG_02059 hypothetical protein	superfamily	357334	52	341	2.04E-10	61.2839	cl30458	MFS_1 superfamily	 - 	 - 
Q#2039 - >GFJPDDAG_02059 hypothetical protein	specific	223553	46	331	0.00738327	38.1327	COG0477	ProP	 - 	cl28910
Q#2040 - >GFJPDDAG_02060 Superoxide dismutase [Mn]	specific	223678	1	202	1.59E-116	329.227	COG0605	SodA	 - 	cl29407
Q#2040 - >GFJPDDAG_02060 Superoxide dismutase [Mn]	superfamily	223678	1	202	1.59E-116	329.227	cl29407	SodA superfamily	 - 	 - 
Q#2040 - >GFJPDDAG_02060 Superoxide dismutase [Mn]	non-specific	182843	1	202	5.85E-102	292.596	PRK10925	PRK10925	 - 	cl29411
Q#2040 - >GFJPDDAG_02060 Superoxide dismutase [Mn]	superfamily	182843	1	202	5.85E-102	292.596	cl29411	PRK10925 superfamily	 - 	 - 
Q#2040 - >GFJPDDAG_02060 Superoxide dismutase [Mn]	specific	335086	97	197	1.32E-67	201.88	pfam02777	Sod_Fe_C	 - 	cl29408
Q#2040 - >GFJPDDAG_02060 Superoxide dismutase [Mn]	superfamily	335086	97	197	1.32E-67	201.88	cl29408	Sod_Fe_C superfamily	 - 	 - 
Q#2041 - >GFJPDDAG_02061 hypothetical protein	specific	225395	1	157	7.51E-30	106.302	COG2839	YqgC	 - 	cl01069
Q#2041 - >GFJPDDAG_02061 hypothetical protein	superfamily	351365	1	157	7.51E-30	106.302	cl01069	DUF456 superfamily	 - 	 - 
Q#2041 - >GFJPDDAG_02061 hypothetical protein	specific	335713	24	159	1.75E-29	104.452	pfam04306	DUF456	 - 	cl01069
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	specific	224202	3	540	0	544.922	COG1283	NptA	 - 	cl34215
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	superfamily	224202	3	540	0	544.922	cl34215	NptA superfamily	 - 	 - 
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	specific	335049	19	153	4.10E-62	199.931	pfam02690	Na_Pi_cotrans	 - 	cl38080
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	superfamily	335049	19	153	4.10E-62	199.931	cl38080	Na_Pi_cotrans superfamily	 - 	 - 
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	non-specific	273225	8	317	2.76E-37	139.67	TIGR00704	NaPi_cotrn_rel	 - 	cl36727
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	superfamily	273225	8	317	2.76E-37	139.67	cl36727	NaPi_cotrn_rel superfamily	 - 	 - 
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	non-specific	177059	459	509	0.0643564	33.8424	CHL00137	rps13	NC	cl00331
Q#2042 - >GFJPDDAG_02062 Phosphate-specific transport system accessory protein PhoU	superfamily	351033	459	509	0.0643564	33.8424	cl00331	Ribosomal_S13 superfamily	NC	 - 
Q#2043 - >GFJPDDAG_02063 hypothetical protein	specific	310947	4	243	1.64E-59	188.182	pfam06691	DUF1189	 - 	cl23976
Q#2043 - >GFJPDDAG_02063 hypothetical protein	superfamily	329210	4	243	1.64E-59	188.182	cl23976	DUF1189 superfamily	 - 	 - 
Q#2043 - >GFJPDDAG_02063 hypothetical protein	non-specific	227808	6	196	0.000829526	39.8296	COG5521	YvdJ	C	cl23976
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	specific	341027	9	379	1.50E-67	217.823	cd17474	MFS_YfmO_like	 - 	cl28910
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	superfamily	355786	9	379	1.50E-67	217.823	cl28910	MFS superfamily	 - 	 - 
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	specific	336768	10	348	8.61E-27	109.049	pfam07690	MFS_1	 - 	cl30458
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	superfamily	357334	10	348	8.61E-27	109.049	cl30458	MFS_1 superfamily	 - 	 - 
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	non-specific	273229	4	376	1.68E-17	83.202	TIGR00710	efflux_Bcr_CflA	 - 	cl30458
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	specific	225371	23	347	9.15E-15	74.9576	COG2814	AraJ	 - 	cl28910
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	non-specific	182964	16	175	5.20E-12	66.4767	PRK11102	PRK11102	C	cl32640
Q#2044 - >GFJPDDAG_02064 Bacillibactin exporter	superfamily	182964	16	175	5.20E-12	66.4767	cl32640	PRK11102 superfamily	C	 - 
Q#2045 - >GFJPDDAG_02065 hypothetical protein	non-specific	314122	59	111	0.0084556	34.1551	pfam11104	PilM_2	NC	cl37814
Q#2045 - >GFJPDDAG_02065 hypothetical protein	superfamily	314122	59	111	0.0084556	34.1551	cl37814	PilM_2 superfamily	NC	 - 
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	specific	335829	10	352	0	626.656	pfam04551	GcpE	 - 	cl29317
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	superfamily	356193	10	352	0	626.656	cl29317	GcpE superfamily	 - 	 - 
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	specific	234737	1	357	0	613.232	PRK00366	ispG	 - 	cl29317
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	specific	223891	5	364	0	568.77	COG0821	IspG	 - 	cl29317
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	specific	273174	7	351	6.98E-157	444.174	TIGR00612	ispG_gcpE	 - 	cl36709
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	superfamily	273174	7	351	6.98E-157	444.174	cl36709	ispG_gcpE superfamily	 - 	 - 
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	non-specific	163674	30	101	0.0209334	36.2798	cd03174	DRE_TIM_metallolyase	N	cl21457
Q#2046 - >GFJPDDAG_02066 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	superfamily	354814	30	101	0.0209334	36.2798	cl21457	DRE_TIM_metallolyase superfamily	N	 - 
Q#2047 - >GFJPDDAG_02067 hypothetical protein	specific	335713	80	127	0.093024	30.8789	pfam04306	DUF456	C	cl01069
Q#2047 - >GFJPDDAG_02067 hypothetical protein	superfamily	351365	80	127	0.093024	30.8789	cl01069	DUF456 superfamily	C	 - 
Q#2048 - >GFJPDDAG_02068 Nucleotidase	non-specific	227950	1	186	1.17E-69	209.699	COG5663	YqfW	 - 	cl21460
Q#2048 - >GFJPDDAG_02068 Nucleotidase	superfamily	354816	1	186	1.17E-69	209.699	cl21460	HAD_like superfamily	 - 	 - 
Q#2048 - >GFJPDDAG_02068 Nucleotidase	non-specific	273231	126	178	0.000487261	39.4423	TIGR00715	precor6x_red	NC	cl00922
Q#2048 - >GFJPDDAG_02068 Nucleotidase	superfamily	351312	126	178	0.000487261	39.4423	cl00922	CbiJ superfamily	NC	 - 
Q#2048 - >GFJPDDAG_02068 Nucleotidase	non-specific	334976	138	177	0.0134653	35.1169	pfam02571	CbiJ	NC	cl00922
Q#2049 - >GFJPDDAG_02069 hypothetical protein	specific	336692	9	117	2.88E-37	121.912	pfam07386	DUF1499	 - 	cl01841
Q#2049 - >GFJPDDAG_02069 hypothetical protein	superfamily	351612	9	117	2.88E-37	121.912	cl01841	DUF1499 superfamily	 - 	 - 
Q#2049 - >GFJPDDAG_02069 hypothetical protein	non-specific	226854	1	114	7.23E-31	106.853	COG4446	COG4446	 - 	cl01841
Q#2050 - >GFJPDDAG_02070 Zinc-specific metallo-regulatory protein	specific	223806	1	138	3.76E-42	136.264	COG0735	Fur	 - 	cl21459
Q#2050 - >GFJPDDAG_02070 Zinc-specific metallo-regulatory protein	superfamily	354815	1	138	3.76E-42	136.264	cl21459	HTH superfamily	 - 	 - 
Q#2050 - >GFJPDDAG_02070 Zinc-specific metallo-regulatory protein	specific	133478	21	134	7.45E-34	114.214	cd07153	Fur_like	 - 	cl21459
Q#2050 - >GFJPDDAG_02070 Zinc-specific metallo-regulatory protein	non-specific	279776	12	131	1.02E-26	96.1453	pfam01475	FUR	 - 	cl21459
Q#2050 - >GFJPDDAG_02070 Zinc-specific metallo-regulatory protein	non-specific	183251	3	138	5.98E-07	45.9044	PRK11639	PRK11639	 - 	cl21459
Q#2051 - >GFJPDDAG_02071 High-affinity zinc uptake system membrane protein ZnuB	specific	224033	1	278	7.98E-62	196.218	COG1108	ZnuB	 - 	cl27471
Q#2051 - >GFJPDDAG_02071 High-affinity zinc uptake system membrane protein ZnuB	superfamily	224033	1	278	7.98E-62	196.218	cl27471	ZnuB superfamily	 - 	 - 
Q#2051 - >GFJPDDAG_02071 High-affinity zinc uptake system membrane protein ZnuB	non-specific	334323	7	272	8.82E-50	164.711	pfam00950	ABC-3	 - 	cl00454
Q#2051 - >GFJPDDAG_02071 High-affinity zinc uptake system membrane protein ZnuB	superfamily	351100	7	272	8.82E-50	164.711	cl00454	TM_PBP1_branched-chain-AA_like superfamily	 - 	 - 
Q#2051 - >GFJPDDAG_02071 High-affinity zinc uptake system membrane protein ZnuB	specific	119348	11	267	2.37E-26	103.791	cd06550	TM_ABC_iron-siderophores_like	 - 	cl00454
Q#2051 - >GFJPDDAG_02071 High-affinity zinc uptake system membrane protein ZnuB	non-specific	181938	9	272	7.00E-22	91.6728	PRK09543	znuB	 - 	cl00454
Q#2051 - >GFJPDDAG_02071 High-affinity zinc uptake system membrane protein ZnuB	non-specific	163482	10	271	8.24E-21	89.0657	TIGR03770	anch_rpt_perm	 - 	cl00454
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	specific	224046	4	256	2.66E-100	292.596	COG1121	ZnuC	 - 	cl34120
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	superfamily	224046	4	256	2.66E-100	292.596	cl34120	ZnuC superfamily	 - 	 - 
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	specific	213202	9	225	1.44E-94	276.336	cd03235	ABC_Metallic_Cations	 - 	cl25403
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	superfamily	355390	9	225	1.44E-94	276.336	cl25403	ABC_ATPase superfamily	 - 	 - 
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	non-specific	275314	8	239	2.11E-42	145.287	TIGR04521	ECF_ATPase_2	 - 	cl37460
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	superfamily	275314	8	239	2.11E-42	145.287	cl37460	ECF_ATPase_2 superfamily	 - 	 - 
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	non-specific	184195	5	204	1.23E-37	133.217	PRK13635	cbiO	C	cl32909
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	superfamily	184195	5	204	1.23E-37	133.217	cl32909	cbiO superfamily	C	 - 
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	specific	333758	23	172	3.57E-33	117.744	pfam00005	ABC_tran	 - 	cl21455
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	superfamily	354812	23	172	3.57E-33	117.744	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	specific	214640	32	207	4.18E-06	45.4421	smart00382	AAA	 - 	cl30760
Q#2052 - >GFJPDDAG_02072 High-affinity zinc uptake system ATP-binding protein ZnuC	superfamily	357636	32	207	4.18E-06	45.4421	cl30760	AAA superfamily	 - 	 - 
Q#2053 - >GFJPDDAG_02073 hypothetical protein	specific	224203	3	289	1.01E-64	204.356	COG1284	YitT	 - 	cl34216
Q#2053 - >GFJPDDAG_02073 hypothetical protein	superfamily	224203	3	289	1.01E-64	204.356	cl34216	YitT superfamily	 - 	 - 
Q#2053 - >GFJPDDAG_02073 hypothetical protein	specific	334987	18	226	1.73E-44	149.933	pfam02588	YitT_membrane	 - 	cl23956
Q#2053 - >GFJPDDAG_02073 hypothetical protein	superfamily	355104	18	226	1.73E-44	149.933	cl23956	YitT_membrane superfamily	 - 	 - 
Q#2053 - >GFJPDDAG_02073 hypothetical protein	specific	319864	204	288	8.49E-35	120.56	cd16380	YitT_C	 - 	cl25362
Q#2053 - >GFJPDDAG_02073 hypothetical protein	superfamily	355384	204	288	8.49E-35	120.56	cl25362	YitT_C_like superfamily	 - 	 - 
Q#2053 - >GFJPDDAG_02073 hypothetical protein	non-specific	235234	212	285	0.0359419	34.4218	PRK04164	PRK04164	N	cl19873
Q#2053 - >GFJPDDAG_02073 hypothetical protein	superfamily	354489	212	285	0.0359419	34.4218	cl19873	DUF2179 superfamily	N	 - 
Q#2054 - >GFJPDDAG_02074 hypothetical protein	specific	314131	1	83	2.29E-24	86.9114	pfam11116	DUF2624	 - 	cl12671
Q#2054 - >GFJPDDAG_02074 hypothetical protein	superfamily	314131	1	83	2.29E-24	86.9114	cl12671	DUF2624 superfamily	 - 	 - 
Q#2054 - >GFJPDDAG_02074 hypothetical protein	non-specific	275033	19	79	0.0225862	31.8885	TIGR04180	EDH_00030	N	cl21454
Q#2054 - >GFJPDDAG_02074 hypothetical protein	superfamily	354811	19	79	0.0225862	31.8885	cl21454	NADB_Rossmann superfamily	N	 - 
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	specific	179214	1	288	1.92E-163	455.03	PRK01060	PRK01060	 - 	cl23721
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	superfamily	355019	1	288	1.92E-163	455.03	cl23721	AP2Ec superfamily	 - 	 - 
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	specific	223721	1	289	1.88E-121	348.875	COG0648	Nfo	 - 	cl30508
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	superfamily	223721	1	289	1.88E-121	348.875	cl30508	Nfo superfamily	 - 	 - 
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	specific	214707	3	283	3.56E-107	312.313	smart00518	AP2Ec	 - 	cl23721
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	non-specific	273156	2	281	4.37E-105	306.977	TIGR00587	nfo	 - 	cl23721
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	specific	237986	4	284	4.04E-101	297.309	cd00019	AP2Ec	 - 	cl23721
Q#2055 - >GFJPDDAG_02075 putative endonuclease 4	specific	307428	21	237	3.83E-45	151.773	pfam01261	AP_endonuc_2	 - 	cl23721
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	specific	223587	1	435	3.11E-140	410.721	COG0513	SrmB	 - 	cl33924
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	superfamily	223587	1	435	3.11E-140	410.721	cl33924	SrmB superfamily	 - 	 - 
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	non-specific	236977	20	386	1.45E-96	297.098	PRK11776	PRK11776	 - 	cl36054
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	superfamily	236977	20	386	1.45E-96	297.098	cl36054	PRK11776 superfamily	 - 	 - 
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	specific	350669	15	202	7.45E-92	275.475	cd00268	DEADc	 - 	cl28899
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	superfamily	355775	15	202	7.45E-92	275.475	cl28899	DEAD-like_helicase_N superfamily	 - 	 - 
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	specific	333969	28	192	7.88E-57	184.355	pfam00270	DEAD	 - 	cl28899
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	specific	214692	19	220	4.58E-48	163.047	smart00487	DEXDc	 - 	cl28899
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	non-specific	129701	31	360	1.71E-13	71.7249	TIGR00614	recQ_fam	C	cl31019
Q#2056 - >GFJPDDAG_02076 DEAD-box ATP-dependent RNA helicase CshB	superfamily	129701	31	360	1.71E-13	71.7249	cl31019	recQ_fam superfamily	C	 - 
Q#2057 - >GFJPDDAG_02077 hypothetical protein	non-specific	316682	81	236	2.06E-23	92.3393	pfam14181	YqfQ	 - 	cl16687
Q#2057 - >GFJPDDAG_02077 hypothetical protein	superfamily	316682	81	236	2.06E-23	92.3393	cl16687	YqfQ superfamily	 - 	 - 
Q#2058 - >GFJPDDAG_02078 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	specific	234893	1	301	4.22E-141	400.272	PRK01045	ispH	 - 	cl19123
Q#2058 - >GFJPDDAG_02078 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	superfamily	354385	1	301	4.22E-141	400.272	cl19123	lytB_ispH superfamily	 - 	 - 
Q#2058 - >GFJPDDAG_02078 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	specific	334920	8	285	3.44E-120	345.929	pfam02401	LYTB	 - 	cl19123
Q#2058 - >GFJPDDAG_02078 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	specific	260116	3	284	3.12E-118	341.312	cd13944	lytB_ispH	 - 	cl19123
Q#2058 - >GFJPDDAG_02078 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	specific	223832	1	296	7.33E-115	333.426	COG0761	IspH	 - 	cl19123
Q#2058 - >GFJPDDAG_02078 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	non-specific	272965	2	287	5.16E-105	308.129	TIGR00216	ispH_lytB	 - 	cl19123
Q#2059 - >GFJPDDAG_02079 GTP cyclohydrolase 1 type 2	specific	307756	8	349	1.17E-84	256.793	pfam01784	NIF3	 - 	cl15371
Q#2059 - >GFJPDDAG_02079 GTP cyclohydrolase 1 type 2	superfamily	326563	8	349	1.17E-84	256.793	cl15371	NIF3 superfamily	 - 	 - 
Q#2059 - >GFJPDDAG_02079 GTP cyclohydrolase 1 type 2	specific	223404	4	369	1.44E-75	233.74	COG0327	NIF3	 - 	cl15371
Q#2059 - >GFJPDDAG_02079 GTP cyclohydrolase 1 type 2	non-specific	213534	4	368	6.32E-66	209.169	TIGR00486	YbgI_SA1388	 - 	cl15371
Q#2059 - >GFJPDDAG_02079 GTP cyclohydrolase 1 type 2	non-specific	225860	132	237	1.78E-33	120.132	COG3323	YqfO	 - 	cl23429
Q#2059 - >GFJPDDAG_02079 GTP cyclohydrolase 1 type 2	superfamily	225860	132	237	1.78E-33	120.132	cl23429	YqfO superfamily	 - 	 - 
Q#2059 - >GFJPDDAG_02079 GTP cyclohydrolase 1 type 2	non-specific	182741	248	333	1.42E-09	57.8407	PRK10799	PRK10799	N	cl15371
Q#2060 - >GFJPDDAG_02080 tRNA (adenine(22)-N(1))-methyltransferase	specific	225258	5	234	7.13E-88	259.154	COG2384	TrmK	 - 	cl17173
Q#2060 - >GFJPDDAG_02080 tRNA (adenine(22)-N(1))-methyltransferase	superfamily	354317	5	234	7.13E-88	259.154	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#2060 - >GFJPDDAG_02080 tRNA (adenine(22)-N(1))-methyltransferase	specific	282647	23	232	3.44E-81	241.442	pfam04816	TrmK	 - 	cl17173
Q#2061 - >GFJPDDAG_02081 Cytochrome c-550	specific	338745	57	120	1.37E-15	65.8878	pfam13442	Cytochrome_CBB3	 - 	cl21467
Q#2061 - >GFJPDDAG_02081 Cytochrome c-550	superfamily	354821	57	120	1.37E-15	65.8878	cl21467	Cytochrom_C superfamily	 - 	 - 
Q#2061 - >GFJPDDAG_02081 Cytochrome c-550	non-specific	225418	59	124	8.14E-06	41.6146	COG2863	CytC553	N	cl21467
Q#2061 - >GFJPDDAG_02081 Cytochrome c-550	non-specific	184704	47	124	5.57E-05	40.5724	PRK14486	PRK14486	N	cl33003
Q#2061 - >GFJPDDAG_02081 Cytochrome c-550	superfamily	184704	47	124	5.57E-05	40.5724	cl33003	PRK14486 superfamily	N	 - 
Q#2061 - >GFJPDDAG_02081 Cytochrome c-550	non-specific	129864	30	123	0.00489318	35.2558	TIGR00782	ccoP	NC	cl31029
Q#2061 - >GFJPDDAG_02081 Cytochrome c-550	superfamily	129864	30	123	0.00489318	35.2558	cl31029	ccoP superfamily	NC	 - 
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	specific	173847	7	377	0	547.252	cd01158	SCAD_SBCAD	 - 	cl09933
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	superfamily	353031	7	377	0	547.252	cl09933	ACAD superfamily	 - 	 - 
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	specific	224871	1	378	8.19E-154	438.86	COG1960	CaiA	 - 	cl09933
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	non-specific	215284	3	375	6.81E-98	296.788	PLN02519	PLN02519	 - 	cl33509
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	superfamily	215284	3	375	6.81E-98	296.788	cl33509	PLN02519 superfamily	 - 	 - 
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	non-specific	132251	5	375	4.41E-76	239.819	TIGR03207	cyc_hxne_CoA_dh	 - 	cl31312
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	superfamily	132251	5	375	4.41E-76	239.819	cl31312	cyc_hxne_CoA_dh superfamily	 - 	 - 
Q#2062 - >GFJPDDAG_02082 Acyl-CoA dehydrogenase	specific	334077	229	375	4.83E-65	203.64	pfam00441	Acyl-CoA_dh_1	 - 	cl09933
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	specific	236413	7	376	0	697.504	PRK09210	PRK09210	 - 	cl35786
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	superfamily	236413	7	376	0	697.504	cl35786	PRK09210 superfamily	 - 	 - 
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	specific	274108	139	376	2.84E-159	446.36	TIGR02393	RpoD_Cterm	 - 	cl37101
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	superfamily	274108	139	376	2.84E-159	446.36	cl37101	RpoD_Cterm superfamily	 - 	 - 
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	specific	223642	43	376	2.02E-134	387.425	COG0568	RpoD	 - 	cl33954
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	superfamily	223642	43	376	2.02E-134	387.425	cl33954	RpoD superfamily	 - 	 - 
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	specific	335823	143	213	2.10E-23	91.8609	pfam04542	Sigma70_r2	 - 	cl38162
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	superfamily	335823	143	213	2.10E-23	91.8609	cl38162	Sigma70_r2 superfamily	 - 	 - 
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	specific	100119	305	363	2.11E-13	64.0478	cd06171	Sigma70_r4	 - 	cl22867
Q#2064 - >GFJPDDAG_02084 RNA polymerase sigma factor SigA	superfamily	354966	305	363	2.11E-13	64.0478	cl22867	Sigma70_r4 superfamily	 - 	 - 
Q#2065 - >GFJPDDAG_02085 DNA primase	specific	235551	1	602	0	607.611	PRK05667	dnaG	 - 	cl35360
Q#2065 - >GFJPDDAG_02085 DNA primase	superfamily	235551	1	602	0	607.611	cl35360	dnaG superfamily	 - 	 - 
Q#2065 - >GFJPDDAG_02085 DNA primase	specific	273595	5	422	1.38E-178	511.381	TIGR01391	dnaG	 - 	cl36893
Q#2065 - >GFJPDDAG_02085 DNA primase	superfamily	273595	5	422	1.38E-178	511.381	cl36893	dnaG superfamily	 - 	 - 
Q#2065 - >GFJPDDAG_02085 DNA primase	specific	223435	5	592	1.55E-151	448.097	COG0358	DnaG	 - 	cl33849
Q#2065 - >GFJPDDAG_02085 DNA primase	superfamily	223435	5	592	1.55E-151	448.097	cl33849	DnaG superfamily	 - 	 - 
Q#2065 - >GFJPDDAG_02085 DNA primase	specific	311949	129	257	1.15E-57	189.272	pfam08275	Toprim_N	 - 	cl37768
Q#2065 - >GFJPDDAG_02085 DNA primase	superfamily	311949	129	257	1.15E-57	189.272	cl37768	Toprim_N superfamily	 - 	 - 
Q#2065 - >GFJPDDAG_02085 DNA primase	specific	173784	265	342	4.81E-31	115.304	cd03364	TOPRIM_DnaG_primases	 - 	cl00718
Q#2065 - >GFJPDDAG_02085 DNA primase	superfamily	351226	265	342	4.81E-31	115.304	cl00718	TOPRIM superfamily	 - 	 - 
Q#2065 - >GFJPDDAG_02085 DNA primase	specific	128681	37	91	8.13E-29	108.534	smart00400	ZnF_CHCC	 - 	cl21601
Q#2065 - >GFJPDDAG_02085 DNA primase	superfamily	354885	37	91	8.13E-29	108.534	cl21601	zf-CHC2 superfamily	 - 	 - 
Q#2066 - >GFJPDDAG_02086 hypothetical protein	specific	308328	2	97	6.25E-41	131.057	pfam02639	DUF188	N	cl00727
Q#2066 - >GFJPDDAG_02086 hypothetical protein	superfamily	321131	2	97	6.25E-41	131.057	cl00727	DUF188 superfamily	N	 - 
